BBA_ID,Lat1,Lon1,Forest1,Elev1,Lat2,Lon2,Forest2,Elev2,Lat3,Lon3,Forest3,Elev3,Lat4,Lon4,Forest4,Elev4
94A21,39.97916667,-76.09375,0.330638038,155.3920956,39.95833333,-76.0625,0.445225095,179.3490467,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94A13,39.9375,-76.21875,0.07576477,129.0522118,39.95833333,-76.1875,0.398564884,144.8843507,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94A12,39.97916667,-76.15625,0.861227809,140.9649467,39.95833333,-76.1875,0.398564884,144.8843507,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94A24,39.9375,-76.03125,0.632398649,184.1677074,39.95833333,-76.0625,0.445225095,179.3490467,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94A11,39.97916667,-76.21875,0.046917344,120.4389725,39.95833333,-76.1875,0.398564884,144.8843507,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94B22,39.85416667,-76.03125,0.688721158,124.2846928,39.875,-76.0625,0.52075779,164.3392942,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94B23,39.8125,-76.09375,0.58094489,130.127512,39.79166667,-76.0625,0.591333479,125.6462882,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94B25,39.77083333,-76.09375,0.360804069,119.8805151,39.79166667,-76.0625,0.591333479,125.6462882,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94B13,39.8125,-76.21875,0.324360433,145.5345936,39.79166667,-76.1875,0.48301436,125.7030999,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94B15,39.77083333,-76.21875,0.318462222,93.91851854,39.79166667,-76.1875,0.48301436,125.7030999,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94B26,39.77083333,-76.03125,0.830133715,126.8167334,39.79166667,-76.0625,0.591333479,125.6462882,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94B24,39.8125,-76.03125,0.593451243,125.7603922,39.79166667,-76.0625,0.591333479,125.6462882,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94C22,39.72916667,-76.03125,0.380065454,NA,39.70833333,-76.0625,0.520985923,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94C21,39.72916667,-76.09375,0.661906392,NA,39.70833333,-76.0625,0.520985923,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94C12,39.72916667,-76.15625,0.224842085,NA,39.70833333,-76.1875,0.440773478,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94C11,39.72916667,-76.21875,0.65670487,NA,39.70833333,-76.1875,0.440773478,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94B14,39.8125,-76.15625,0.673949499,141.2988768,39.79166667,-76.1875,0.48301436,125.7030999,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
94B16,39.77083333,-76.15625,0.615285284,122.0604105,39.79166667,-76.1875,0.48301436,125.7030999,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93B65,39.77083333,-76.46875,0.499220339,210.6439492,39.79166667,-76.4375,0.384136111,176.130032,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93B66,39.77083333,-76.40625,0.310057286,149.7689142,39.79166667,-76.4375,0.384136111,176.130032,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93B63,39.8125,-76.46875,0.543584356,170.5432118,39.79166667,-76.4375,0.384136111,176.130032,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93B73,39.8125,-76.34375,0.907411174,142.6667805,39.79166667,-76.3125,0.67019753,124.8184742,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93B75,39.77083333,-76.34375,0.798488494,130.8222389,39.79166667,-76.3125,0.67019753,124.8184742,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93B61,39.85416667,-76.46875,0.644108577,231.0398083,39.875,-76.4375,0.603825028,201.7823029,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93A65,39.89583333,-76.46875,0.646592224,198.8457699,39.875,-76.4375,0.603825028,201.7823029,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93A61,39.97916667,-76.46875,0.099342038,89.28156185,39.95833333,-76.4375,0.440734713,122.3140694,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93A74,39.9375,-76.28125,0.901745467,112.3292661,39.95833333,-76.3125,0.887801002,113.5881257,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93A62,39.97916667,-76.40625,0.682168961,108.6078024,39.95833333,-76.4375,0.440734713,122.3140694,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93A64,39.9375,-76.40625,0.84999831,119.9253583,39.95833333,-76.4375,0.440734713,122.3140694,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93A63,39.9375,-76.46875,0.131429543,171.441555,39.95833333,-76.4375,0.440734713,122.3140694,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93C62,39.72916667,-76.40625,0.662123216,NA,39.70833333,-76.4375,0.477701603,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93C71,39.72916667,-76.34375,0.214302661,NA,39.70833333,-76.3125,0.431579588,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93C72,39.72916667,-76.28125,0.648856514,NA,39.70833333,-76.3125,0.431579588,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93B64,39.8125,-76.40625,0.183682462,173.5640526,39.79166667,-76.4375,0.384136111,176.130032,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93B74,39.8125,-76.28125,0.499508391,146.9287667,39.79166667,-76.3125,0.67019753,124.8184742,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93B76,39.77083333,-76.28125,0.475382061,78.85611057,39.79166667,-76.3125,0.67019753,124.8184742,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93C61,39.72916667,-76.46875,0.293279989,NA,39.70833333,-76.4375,0.477701603,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535
93A56,39.89583333,-76.53125,0.660582445,222.7245274,39.875,-76.5625,0.506574951,229.3614788,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
93B51,39.85416667,-76.59375,0.808695947,222.831295,39.875,-76.5625,0.506574951,229.3614788,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
92B41,39.85416667,-76.71875,0.795054926,209.6309032,39.875,-76.6875,0.572188022,205.8331504,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
92A45,39.89583333,-76.71875,0.233198491,177.7295946,39.875,-76.6875,0.572188022,205.8331504,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
93A46,39.89583333,-76.65625,0.819965319,226.4989515,39.875,-76.6875,0.572188022,205.8331504,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
93B42,39.85416667,-76.65625,0.440533352,209.4731522,39.875,-76.6875,0.572188022,205.8331504,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
93A55,39.89583333,-76.59375,0.263252562,265.6206033,39.875,-76.5625,0.506574951,229.3614788,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
92A41,39.97916667,-76.71875,0.190479426,119.5908063,39.95833333,-76.6875,0.381432185,165.4389371,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
93A42,39.97916667,-76.65625,0.921468812,146.2554684,39.95833333,-76.6875,0.381432185,165.4389371,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
92B31,39.85416667,-76.84375,0.852556036,195.7983475,39.875,-76.8125,0.444058331,177.2285645,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
92A32,39.97916667,-76.78125,0.549245514,138.3131888,39.95833333,-76.8125,0.386607097,138.6726266,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
92A34,39.9375,-76.78125,0.535490889,132.7034054,39.95833333,-76.8125,0.386607097,138.6726266,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
92A33,39.9375,-76.84375,0.299772333,145.0012856,39.95833333,-76.8125,0.386607097,138.6726266,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
93A44,39.9375,-76.65625,0.068188768,209.3668919,39.95833333,-76.6875,0.381432185,165.4389371,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535
