Cell,BBA_ID,eLists,eHours,eKM,eHA,eNumObs,eCount
2589,65B64,6,0.6,0,0,6,0
2590,58B24,0,0,0,0,0,0
2591,65B63,8,0.8,0,0,8,0
2592,58B33,0,0,0,0,0,0
2593,65B54,1,0.1,0,0,1,0
2594,58B34,0,0,0,0,0,0
2595,65B53,0,0,0,0,0,0
2596,58B43,0,0,0,0,0,0
2597,65B44,0,0,0,0,0,0
2598,59B44,0,0,0,0,0,0
2599,64B43,10,1,0,0,10,0
2600,59B53,0,0,0,0,0,0
2601,64B34,10,1,0,0,10,0
2602,59B54,0,0,0,0,0,0
2603,64B33,10,1,0,0,10,0
2604,59B63,0,0,0,0,0,0
2605,64B24,10,1,0,0,10,0
2606,59B64,0,0,0,0,0,0
2607,64B23,7,3.5,0,0,0,0
2608,59B73,0,0,0,0,0,0
2609,64B14,0,0,0,0,0,0
2610,59B74,0,0,0,0,0,0
2611,64B13,0,0,0,0,0,0
2612,60B13,10,1,0,0,10,0
2613,63B74,3,2.25,4.425,0,6,0
2614,60B14,10,1,0,0,10,0
2615,63B73,3,4.58,3.219,2.2257,6,0
2616,60B23,0,0,0,0,0,0
2617,63B64,4,6.83,8.579,0,10,4
2618,60B24,0,0,0,0,0,0
2619,63B63,0,0,0,0,0,0
2620,60B33,0,0,0,0,0,0
2621,63B54,0,0,0,0,0,0
2622,60B34,0,0,0,0,0,0
2623,63B53,0,0,0,0,0,0
2624,60B43,6,0.6,0,0,6,0
2625,63B44,0,0,0,0,0,0
2626,61B44,8,0.8,0,0,8,0
2627,62B43,0,0,0,0,0,0
2628,61B53,5,0.5,0,0,5,0
2629,62B34,0,0,0,0,0,0
2630,61B54,1,0.1,0,0,1,0
2631,62B33,0,0,0,0,0,0
2632,61B63,8,0.8,0,0,8,0
2633,62B24,1,0.5,0,0,2,0
2634,61B64,1,0.5,0.805,0,0,0
2635,62B23,26,49.6,44.579,0,33,0
2636,61B73,9,0.9,0,0,9,0
2637,62B14,8,11.49,17.703,0.1214,7,0
2638,61B74,0,0,0,0,0,0
2639,62B13,0,0,0,0,0,0
2640,68B35,0,0,0,0,0,0
2641,68B26,0,0,0,0,0,0
2642,68B25,0,0,0,0,0,0
2643,68B16,2,2,5.633,0,4,0
2644,68B15,0,0,0,0,0,0
2645,67B76,0,0,0,0,0,0
2646,56B16,0,0,0,0,0,0
2647,67B75,0,0,0,0,0,0
2648,56B25,1,1,6.437,0,1,0
2649,67B66,0,0,0,0,0,0
2650,56B26,0,0,0,0,0,0
2651,67B65,14,41.22,53.908,0,26,0
2652,56B35,0,0,0,0,0,0
2653,67B56,0,0,0,0,0,0
2654,56B36,1,0.5,3.219,0,1,0
2655,67B55,36,77.59,0,14.1645,53,0
2656,56B45,1,1,6.437,0,1,0
2657,67B46,0,0,0,0,0,0
2658,57B46,0,0,0,0,0,0
2659,66B45,0,0,0,0,0,0
2660,57B55,0,0,0,0,0,0
2661,66B36,0,0,0,0,0,0
2662,57B56,4,3.52,20.921,0,4,0
2663,66B35,0,0,0,0,0,0
2664,57B65,0,0,0,0,0,0
2665,66B26,0,0,0,0,0,0
2666,57B66,1,2,6.437,0,1,0
2667,66B25,1,2.5,8.047,0,0,2
2668,57B75,2,3,17.703,0,2,0
2669,66B16,1,2,8.047,0,1,0
2670,57B76,0,0,0,0,0,0
2671,66B15,0,0,0,0,0,0
2672,58B15,4,0.4,0,0,4,0
2673,65B76,0,0,0,0,0,0
2674,58B16,0,0,0,0,0,0
2675,65B75,0,0,0,0,0,0
2676,58B25,30,52.74,18.506,0,31,0
2677,65B66,0,0,0,0,0,0
2678,58B26,0,0,0,0,0,0
2679,65B65,6,0.6,0,0,6,0
2680,58B35,0,0,0,0,0,0
2681,65B56,0,0,0,0,0,0
2682,58B36,0,0,0,0,0,0
2683,65B55,0,0,0,0,0,0
2684,58B45,0,0,0,0,0,0
2685,65B46,0,0,0,0,0,0
2686,59B46,0,0,0,0,0,0
2687,64B45,10,1,0,0,10,0
2688,59B55,0,0,0,0,0,0
2689,64B36,10,1,0,0,10,0
2690,59B56,0,0,0,0,0,0
2691,64B35,10,1,0,0,10,0
2692,59B65,0,0,0,0,0,0
2693,64B26,11,2.5,0,0,11,0
2694,59B66,0,0,0,0,0,0
2695,64B25,0,0,0,0,0,0
2696,59B75,1,0.1,0,0,1,0
2697,64B16,0,0,0,0,0,0
2698,59B76,0,0,0,0,0,0
2699,64B15,0,0,0,0,0,0
2700,60B15,0,0,0,0,0,0
2701,63B76,2,0.59,0.402,0,4,0
2702,60B16,0,0,0,0,0,0
2703,63B75,1,1.5,4.828,0,2,0
2704,60B25,8,0.8,0,0,8,0
2705,63B66,0,0,0,0,0,0
2706,60B26,0,0,0,0,0,0
2707,63B65,0,0,0,0,0,0
2708,60B35,5,0.5,0,0,5,0
2709,63B56,0,0,0,0,0,0
2710,60B36,5,0.5,0,0,5,0
2711,63B55,0,0,0,0,0,0
2712,60B45,5,0.5,0,0,5,0
2713,63B46,0,0,0,0,0,0
2714,61B46,0,0,0,0,0,0
2715,62B45,0,0,0,0,0,0
2716,61B55,7,0.7,0,0,7,0
2717,62B36,1,0.5,0,0,2,0
2718,61B56,9,23.53,9.656,40.4686,9,0
2719,62B35,0,0,0,0,0,0
2720,61B65,8,0.8,0,0,8,2
2721,62B26,0,0,0,0,0,0
2722,61B66,9,0.9,0,0,9,0
2723,62B25,1,0.08,0,0,1,0
2724,61B75,8,0.8,0,0,8,0
2725,62B16,1,0.08,0,0,1,0
2726,61B76,5,0.5,0,0,5,0
2727,62B15,2,6,12.07,0,2,0
2728,68C21,0,0,0,0,0,0
2729,68C12,0,0,0,0,0,0
2730,68C11,0,0,0,0,0,0
2731,67C72,0,0,0,0,0,0
2732,56C12,0,0,0,0,0,0
2733,67C71,0,0,0,0,0,0
2734,56C21,0,0,0,0,0,0
2735,67C62,2,3,15.288,0,0,0
2736,56C22,0,0,0,0,0,0
2737,67C61,1,0.25,0,0,0,0
2738,56C31,0,0,0,0,0,0
2739,67C52,0,0,0,0,0,0
2740,56C32,2,1.25,8.047,0,2,0
2741,67C51,0,0,0,0,0,0
2742,56C41,0,0,0,0,0,0
2743,67C42,0,0,0,0,0,0
2744,57C42,0,0,0,0,0,0
2745,66C41,0,0,0,0,0,0
2746,57C51,0,0,0,0,0,0
2747,66C32,0,0,0,0,0,0
2748,57C52,0,0,0,0,0,0
2749,66C31,0,0,0,0,0,0
2750,57C61,0,0,0,0,0,0
2751,66C22,0,0,0,0,0,0
2752,57C62,4,6,12.875,0,5,0
2753,66C21,0,0,0,0,0,0
2754,57C71,0,0,0,0,0,0
2755,66C12,0,0,0,0,0,0
2756,57C72,1,1.5,6.437,0,1,0
2757,66C11,0,0,0,0,0,0
2758,58C11,12,12.13,16.094,0,12,0
2759,65C72,7,0.7,0,0,7,0
2760,58C12,0,0,0,0,0,0
2761,65C71,8,0.8,0,0,8,0
2762,58C21,1,3,2.736,0,1,0
2763,65C62,0,0,0,0,0,0
2764,58C22,3,14.33,11.265,0,3,0
2765,65C61,8,0.8,0,0,8,0
2766,58C31,0,0,0,0,0,0
2767,65C52,0,0,0,0,0,0
2768,58C32,0,0,0,0,0,0
2769,65C51,0,0,0,0,0,0
2770,58C41,0,0,0,0,0,0
2771,65C42,0,0,0,0,0,0
2772,59C42,0,0,0,0,0,0
2773,64C41,5,0.5,0,0,5,0
2774,59C51,0,0,0,0,0,0
2775,64C32,5,0.5,0,0,5,0
2776,59C52,0,0,0,0,0,0
2777,64C31,4,0.4,0,0,4,0
2778,59C61,0,0,0,0,0,0
2779,64C22,10,1,0,0,10,0
2780,59C62,0,0,0,0,0,0
2781,64C21,0,0,0,0,0,0
2782,59C71,0,0,0,0,0,0
2783,64C12,0,0,0,0,0,0
2784,59C72,0,0,0,0,0,0
2785,64C11,1,0.1,0,0,1,0
2786,60C11,1,0.1,0,0,1,0
2787,63C72,0,0,0,0,0,0
2788,60C12,0,0,0,0,0,0
2789,63C71,0,0,0,0,0,0
2790,60C21,0,0,0,0,0,0
2791,63C62,0,0,0,0,0,0
2792,60C22,0,0,0,0,0,0
2793,63C61,0,0,0,0,0,0
2794,60C31,0,0,0,0,0,0
2795,63C52,0,0,0,0,0,0
2796,60C32,5,0.5,0,0,5,0
2797,63C51,0,0,0,0,0,0
2798,60C41,0,0,0,0,0,0
2799,63C42,0,0,0,0,0,0
2800,61C42,0,0,0,0,0,0
2801,62C41,0,0,0,0,0,0
2802,61C51,9,0.9,0,0,9,1
2803,62C32,0,0,0,0,0,0
2804,61C52,0,0,0,0,0,0
2805,62C31,2,28,28.967,0,16,10
2806,61C61,0,0,0,0,0,0
2807,62C22,1,4.5,4.828,0,1,7
2808,61C62,8,0.8,0,0,8,0
2809,62C21,0,0,0,0,0,0
2810,61C71,0,0,0,0,0,0
2811,62C12,0,0,0,0,0,0
2812,61C72,0,0,0,0,0,0
2813,62C11,0,0,0,0,0,0
2814,68C23,0,0,0,0,0,0
2815,68C14,0,0,0,0,0,0
2816,68C13,1,0.5,0,0,2,0
2817,67C74,0,0,0,0,0,0
2818,56C14,0,0,0,0,0,0
2819,67C73,0,0,0,0,0,0
2820,56C23,1,2,6.437,0,1,0
2821,67C64,0,0,0,0,0,0
2822,56C24,0,0,0,0,0,0
2823,67C63,0,0,0,0,0,0
2824,56C33,2,3,11.265,0,2,0
2825,67C54,0,0,0,0,0,0
2826,56C34,2,0.75,4.828,0,2,0
2827,67C53,0,0,0,0,0,0
2828,56C43,1,0.5,4.828,0,1,0
2829,67C44,0,0,0,0,0,0
2830,57C44,1,1.5,6.437,0,1,0
2831,66C43,1,2,9.656,0,1,0
2832,57C53,3,3.75,13.679,0,23,0
2833,66C34,0,0,0,0,0,0
2834,57C54,0,0,0,0,0,0
2835,66C33,0,0,0,0,0,0
2836,57C63,1,1.5,3.219,0,1,0
2837,66C24,0,0,0,0,0,0
2838,57C64,0,0,0,0,0,0
2839,66C23,0,0,0,0,0,0
2840,57C73,0,0,0,0,0,0
2841,66C14,0,0,0,0,0,0
2842,57C74,0,0,0,0,0,0
2843,66C13,0,0,0,0,0,0
2844,58C13,0,0,0,0,0,0
2845,65C74,0,0,0,0,0,0
2846,58C14,3,13.5,16.897,0,3,0
2847,65C73,0,0,0,0,0,0
2848,58C23,0,0,0,0,0,0
2849,65C64,0,0,0,0,0,0
2850,58C24,5,13.33,14.483,0,5,0
2851,65C63,8,0.8,0,0,8,0
2852,58C33,8,0.8,0,0,8,0
2853,65C54,8,0.8,0,0,8,0
2854,58C34,0,0,0,0,0,0
2855,65C53,0,0,0,0,0,0
2856,58C43,0,0,0,0,0,0
2857,65C44,0,0,0,0,0,0
2858,59C44,0,0,0,0,0,0
2859,64C43,5,0.5,0,0,5,0
2860,59C53,0,0,0,0,0,0
2861,64C34,5,0.5,0,0,5,0
2862,59C54,0,0,0,0,0,0
2863,64C33,5,0.5,0,0,5,0
2864,59C63,0,0,0,0,0,0
2865,64C24,8,0.8,0,0,8,0
2866,59C64,0,0,0,0,0,0
2867,64C23,10,1,0,0,10,0
2868,59C73,0,0,0,0,0,0
2869,64C14,10,1,0,0,10,0
2870,59C74,0,0,0,0,0,0
2871,64C13,2,0.2,0,0,2,0
2872,60C13,0,0,0,0,0,0
2873,63C74,1,0.1,0,0,1,0
2874,60C14,0,0,0,0,0,0
2875,63C73,0,0,0,0,0,0
2876,60C23,0,0,0,0,0,0
2877,63C64,2,3.25,1.609,0,5,0
2878,60C24,5,0.5,0,0,5,0
2879,63C63,0,0,0,0,0,0
2880,60C33,6,0.6,0,0,6,0
2881,63C54,0,0,0,0,0,0
2882,60C34,0,0,0,0,0,0
2883,63C53,0,0,0,0,0,0
2884,60C43,8,0.8,0,0,8,0
2885,63C44,0,0,0,0,0,0
2886,61C44,8,0.8,0,0,8,0
2887,62C43,0,0,0,0,0,0
2888,61C53,0,0,0,0,0,0
2889,62C34,0,0,0,0,0,0
2890,61C54,0,0,0,0,0,0
2891,62C33,0,0,0,0,0,0
2892,61C63,0,0,0,0,0,0
2893,62C24,8,0.8,0,0,8,0
2894,61C64,0,0,0,0,0,0
2895,62C23,4,8.92,22.53,0,8,1
2896,61C73,0,0,0,0,0,0
2897,62C14,17,16.76,32.188,0,24,0
2898,61C74,0,0,0,0,0,0
2899,62C13,0,0,0,0,0,0
2900,68C25,2,3,4.828,0,2,0
2901,68C16,0,0,0,0,0,0
2902,68C15,0,0,0,0,0,0
2903,67C76,0,0,0,0,0,0
2904,56C16,0,0,0,0,0,0
2905,67C75,1,1.5,0,0,2,0
2906,56C25,0,0,0,0,0,0
2907,67C66,0,0,0,0,0,0
2908,56C26,1,2,3.219,0,1,0
2909,67C65,0,0,0,0,0,0
2910,56C35,1,1.5,4.828,0,1,0
2911,67C56,10,13.33,30.213,8.9031,6,0
2912,56C36,1,0.25,1.609,0,1,0
2913,67C55,0,0,0,0,0,0
2914,56C45,0,0,0,0,0,0
2915,67C46,0,0,0,0,0,0
2916,57C46,3,5.5,0,54.6327,3,0
2917,66C45,0,0,0,0,0,0
2918,57C55,2,5.75,12.07,0,2,0
2919,66C36,0,0,0,0,0,0
2920,57C56,0,0,0,0,0,0
2921,66C35,1,1.5,2.414,0,1,0
2922,57C65,2,2,1.609,0.8094,2,0
2923,66C26,8,0.8,0,0,8,0
2924,57C66,2,3.5,11.265,0,2,0
2925,66C25,0,0,0,0,0,0
2926,57C75,0,0,0,0,0,0
2927,66C16,0,0,0,0,0,0
2928,57C76,2,2.5,12.875,0,2,0
2929,66C15,0,0,0,0,0,0
2930,58C15,1,4.08,3.219,0,1,0
2931,65C76,0,0,0,0,0,0
2932,58C16,0,0,0,0,0,0
2933,65C75,0,0,0,0,0,0
2934,58C25,0,0,0,0,0,0
2935,65C66,0,0,0,0,0,0
2936,58C26,0,0,0,0,0,0
2937,65C65,0,0,0,0,0,0
2938,58C35,8,0.8,0,0,8,0
2939,65C56,8,0.8,0,0,8,0
2940,58C36,8,0.8,0,0,8,0
2941,65C55,0,0,0,0,0,0
2942,58C45,0,0,0,0,0,0
2943,65C46,0,0,0,0,0,0
2944,59C46,0,0,0,0,0,0
2945,64C45,5,0.5,0,0,5,0
2946,59C55,0,0,0,0,0,0
2947,64C36,5,0.5,0,0,5,0
2948,59C56,0,0,0,0,0,0
2949,64C35,5,0.5,0,0,5,0
2950,59C65,0,0,0,0,0,0
2951,64C26,9,0.9,0,0,9,0
2952,59C66,0,0,0,0,0,0
2953,64C25,10,1,0,0,10,0
2954,59C75,0,0,0,0,0,0
2955,64C16,12,1.2,0,0,12,0
2956,59C76,0,0,0,0,0,0
2957,64C15,2,4.52,30.577,0,2,0
2958,60C15,0,0,0,0,0,0
2959,63C76,2,0.2,0,0,2,0
2960,60C16,0,0,0,0,0,0
2961,63C75,0,0,0,0,0,0
2962,60C25,0,0,0,0,0,0
2963,63C66,3,0.55,1.528,0,6,0
2964,60C26,0,0,0,0,0,0
2965,63C65,2,0.1,0,0,3,0
2966,60C35,0,0,0,0,0,0
2967,63C56,3,2.08,0,0,6,0
2968,60C36,4,5.25,3.219,0,11,0
2969,63C55,0,0,0,0,0,0
2970,60C45,0,0,0,0,0,0
2971,63C46,0,0,0,0,0,0
2972,61C46,5,0.5,0,0,5,2
2973,62C45,0,0,0,0,0,0
2974,61C55,0,0,0,0,0,0
2975,62C36,0,0,0,0,0,0
2976,61C56,5,0.5,0,0,5,0
2977,62C35,0,0,0,0,0,0
2978,61C65,0,0,0,0,0,0
2979,62C26,2,4,6.438,0,7,0
2980,61C66,0,0,0,0,0,0
2981,62C25,0,0,0,0,0,0
2982,61C75,0,0,0,0,0,0
2983,62C16,0,0,0,0,0,0
2984,61C76,8,93,4.828,6.8797,9,0
2985,62C15,0,0,0,0,0,0
2986,68D21,5,7.75,10.864,0,5,0
2987,68D12,0,0,0,0,0,0
2988,68D11,1,1,1.609,0,0,0
2989,67D72,39,46.35,20.682,0,40,0
2990,56D12,0,0,0,0,0,0
2991,67D71,0,0,0,0,0,0
2992,56D21,0,0,0,0,0,0
2993,67D62,1,1,1.609,0,0,0
2994,56D22,0,0,0,0,0,0
2995,67D61,0,0,0,0,0,0
2996,56D31,0,0,0,0,0,0
2997,67D52,6,6.5,0.805,0,6,0
2998,56D32,0,0,0,0,0,0
2999,67D51,0,0,0,0,0,0
3000,56D41,0,0,0,0,0,0
3001,67D42,0,0,0,0,0,0
3002,57D42,0,0,0,0,0,0
3003,66D41,0,0,0,0,0,0
3004,57D51,1,2,3.219,0,1,0
3005,66D32,8,0.8,0,0,8,0
3006,57D52,11,17,32.99,0,23,0
3007,66D31,0,0,0,0,0,0
3008,57D61,1,1,1.609,0,1,0
3009,66D22,0,0,0,0,0,0
3010,57D62,1,2,1.609,0,1,0
3011,66D21,1,1.75,4.828,0,0,0
3012,57D71,1,2,3.219,0,1,0
3013,66D12,0,0,0,0,0,0
3014,57D72,1,24,0,0.4047,2,0
3015,66D11,4,0.4,0,0,4,0
3016,58D11,4,4.34,0,0.8094,4,0
3017,65D72,0,0,0,0,0,0
3018,58D12,0,0,0,0,0,0
3019,65D71,0,0,0,0,0,0
3020,58D21,0,0,0,0,0,0
3021,65D62,12,11.22,16.094,0,12,1
3022,58D22,0,0,0,0,0,0
3023,65D61,7,0.7,0,0,7,0
3024,58D31,0,0,0,0,0,0
3025,65D52,8,0.8,0,0,8,0
3026,58D32,0,0,0,0,0,0
3027,65D51,0,0,0,0,0,0
3028,58D41,0,0,0,0,0,0
3029,65D42,0,0,0,0,0,0
3030,59D42,0,0,0,0,0,0
3031,64D41,8,0.8,0,0,8,0
3032,59D51,0,0,0,0,0,0
3033,64D32,8,0.8,0,0,8,0
3034,59D52,0,0,0,0,0,0
3035,64D31,5,0.5,0,0,5,0
3036,59D61,0,0,0,0,0,0
3037,64D22,5,0.5,0,0,5,0
3038,59D62,0,0,0,0,0,0
3039,64D21,5,0.5,0,0,5,0
3040,59D71,0,0,0,0,0,0
3041,64D12,0,0,0,0,0,0
3042,59D72,0,0,0,0,0,0
3043,64D11,0,0,0,0,0,0
3044,60D11,0,0,0,0,0,0
3045,63D72,0,0,0,0,0,0
3046,60D12,8,0.8,0,0,8,0
3047,63D71,1,0.08,0,0,1,0
3048,60D21,0,0,0,0,0,0
3049,63D62,4,1.39,0,0,7,0
3050,60D22,0,0,0,0,0,0
3051,63D61,3,0.3,0,0,3,0
3052,60D31,0,0,0,0,0,0
3053,63D52,1,0.42,0,0,2,0
3054,60D32,0,0,0,0,0,0
3055,63D51,9,4.5,0,0,11,0
3056,60D41,0,0,0,0,0,0
3057,63D42,0,0,0,0,0,0
3058,61D42,0,0,0,0,0,0
3059,62D41,0,0,0,0,0,0
3060,61D51,0,0,0,0,0,0
3061,62D32,0,0,0,0,0,0
3062,61D52,0,0,0,0,0,0
3063,62D31,0,0,0,0,0,0
3064,61D61,0,0,0,0,0,0
3065,62D22,0,0,0,0,0,0
3066,61D62,8,1.7,1.609,0,8,0
3067,62D21,0,0,0,0,0,0
3068,61D71,1,2,4.828,0,3,0
3069,62D12,0,0,0,0,0,0
3070,61D72,0,0,0,0,0,0
3071,62D11,14,1.4,0,0,14,0
3072,68D33,0,0,0,0,0,0
3073,68D24,0,0,0,0,0,0
3074,68D23,0,0,0,0,0,0
3075,68D14,0,0,0,0,0,0
3076,68D13,0,0,0,0,0,0
3077,67D74,1,0.33,0,0,1,0
3078,56D14,0,0,0,0,0,0
3079,67D73,4,4.34,11.426,0.8094,5,0
3080,56D23,0,0,0,0,0,0
3081,67D64,4,0.52,0,0,2,0
3082,56D24,0,0,0,0,0,0
3083,67D63,1,1,0,8.0937,0,0
3084,56D33,1,0.25,1.609,0,1,0
3085,67D54,0,0,0,0,0,0
3086,56D34,0,0,0,0,0,0
3087,67D53,0,0,0,0,0,0
3088,56D43,1,1,4.828,0,1,0
3089,67D44,0,0,0,0,0,0
3090,57D44,0,0,0,0,0,0
3091,66D43,0,0,0,0,0,0
3092,57D53,0,0,0,0,0,0
3093,66D34,14,1.4,0,0,14,0
3094,57D54,1,2,6.437,0,1,0
3095,66D33,8,0.8,0,0,8,0
3096,57D63,7,6.5,12.874,0.2023,7,0
3097,66D24,8,0.8,0,0,8,0
3098,57D64,43,55.31,21.726,1062.299,76,0
3099,66D23,0,0,0,0,0,0
3100,57D73,0,0,0,0,0,0
3101,66D14,8,0.8,0,0,8,0
3102,57D74,0,0,0,0,0,0
3103,66D13,8,0.8,0,0,8,0
3104,58D13,0,0,0,0,0,0
3105,65D74,0,0,0,0,0,0
3106,58D14,0,0,0,0,0,0
3107,65D73,0,0,0,0,0,0
3108,58D23,0,0,0,0,0,0
3109,65D64,8,0.8,0,0,8,0
3110,58D24,0,0,0,0,0,0
3111,65D63,3,0.3,0,0,3,0
3112,58D33,8,0.8,0,0,8,0
3113,65D54,8,0.8,0,0,8,0
3114,58D34,0,0,0,0,0,0
3115,65D53,0,0,0,0,0,0
3116,58D43,0,0,0,0,0,0
3117,65D44,0,0,0,0,0,0
3118,59D44,0,0,0,0,0,0
3119,64D43,8,0.8,0,0,8,0
3120,59D53,0,0,0,0,0,0
3121,64D34,8,0.8,0,0,8,0
3122,59D54,0,0,0,0,0,0
3123,64D33,5,0.5,0,0,5,0
3124,59D63,0,0,0,0,0,0
3125,64D24,5,0.5,0,0,5,0
3126,59D64,1,2.17,1.609,0,1,0
3127,64D23,0,0,0,0,0,0
3128,59D73,0,0,0,0,0,0
3129,64D14,0,0,0,0,0,0
3130,59D74,0,0,0,0,0,0
3131,64D13,0,0,0,0,0,0
3132,60D13,1,0.25,0,0,1,0
3133,63D74,0,0,0,0,0,0
3134,60D14,0,0,0,0,0,0
3135,63D73,1,0.1,0,0,1,0
3136,60D23,0,0,0,0,0,0
3137,63D64,12,3.49,0.08,0,16,0
3138,60D24,0,0,0,0,0,0
3139,63D63,0,0,0,0,0,0
3140,60D33,0,0,0,0,0,0
3141,63D54,8,0.8,0,0,8,0
3142,60D34,0,0,0,0,0,0
3143,63D53,8,0.8,0,0,8,0
3144,60D43,0,0,0,0,0,0
3145,63D44,0,0,0,0,0,0
3146,61D44,0,0,0,0,0,0
3147,62D43,0,0,0,0,0,0
3148,61D53,1,2,0,0,1,0
3149,62D34,0,0,0,0,0,0
3150,61D54,12,6.8,20.922,161.8742,12,0
3151,62D33,1,0.5,3.219,0,1,0
3152,61D63,9,0.45,0,0,9,0
3153,62D24,0,0,0,0,0,0
3154,61D64,1,2,19.312,0,2,0
3155,62D23,0,0,0,0,0,0
3156,61D73,13,1.7,6.437,0,13,0
3157,62D14,14,1.4,0,0,14,0
3158,61D74,0,0,0,0,0,0
3159,62D13,14,1.4,0,0,14,0
3160,68D35,24,66.75,73.066,0,37,0
3161,68D26,0,0,0,0,0,0
3162,68D25,0,0,0,0,0,0
3163,68D16,0,0,0,0,0,0
3164,68D15,0,0,0,0,0,0
3165,67D76,0,0,0,0,0,0
3166,56D16,1,3,8.047,0,1,0
3167,67D75,0,0,0,0,0,0
3168,56D25,20,1,0,0,20,0
3169,67D66,0,0,0,0,0,0
3170,56D26,8,0.4,0,0,8,0
3171,67D65,0,0,0,0,0,0
3172,56D35,1,0.5,0,2.4281,1,0
3173,67D56,0,0,0,0,0,0
3174,56D36,4,5.75,11.266,0,4,0
3175,67D55,0,0,0,0,0,0
3176,56D45,2,2,8.047,0,2,0
3177,67D46,0,0,0,0,0,0
3178,57D46,0,0,0,0,0,0
3179,66D45,15,1.5,0,0,15,0
3180,57D55,0,0,0,0,0,0
3181,66D36,16,1.6,0,0,16,0
3182,57D56,1,1.67,0,8.0937,1,0
3183,66D35,16,1.6,0,0,16,0
3184,57D65,1,1,3.219,0,1,0
3185,66D26,8,0.8,0,0,8,0
3186,57D66,2,2,0,8.0938,4,0
3187,66D25,8,0.8,0,0,8,0
3188,57D75,0,0,0,0,0,0
3189,66D16,9,3.3,5.633,0,9,0
3190,57D76,3,2.17,4.827,0,3,0
3191,66D15,6,3.75,4.023,0,6,0
3192,58D15,1,0.1,0,0,1,0
3193,65D76,0,0,0,0,0,0
3194,58D16,7,0.7,0,0,7,0
3195,65D75,8,2.28,2.012,0,8,0
3196,58D25,8,0.8,0,0,8,0
3197,65D66,10,6.63,8.047,0,10,0
3198,58D26,8,0.8,0,0,8,0
3199,65D65,102,186.31,243.735,0,108,0
3200,58D35,8,0.8,0,0,8,0
3201,65D56,9,3.8,4.023,0,9,0
3202,58D36,8,0.8,0,0,8,0
3203,65D55,0,0,0,0,0,0
3204,58D45,8,0.8,0,0,8,0
3205,65D46,0,0,0,0,0,0
3206,59D46,0,0,0,0,0,0
3207,64D45,8,0.8,0,0,8,0
3208,59D55,0,0,0,0,0,0
3209,64D36,8,0.8,0,0,8,1
3210,59D56,0,0,0,0,0,0
3211,64D35,4,0.4,0,0,4,0
3212,59D65,0,0,0,0,0,0
3213,64D26,7,7,8.046,20.2347,9,0
3214,59D66,0,0,0,0,0,0
3215,64D25,0,0,0,0,0,0
3216,59D75,0,0,0,0,0,0
3217,64D16,0,0,0,0,0,0
3218,59D76,0,0,0,0,0,0
3219,64D15,0,0,0,0,0,0
3220,60D15,0,0,0,0,0,0
3221,63D76,0,0,0,0,0,0
3222,60D16,0,0,0,0,0,0
3223,63D75,0,0,0,0,0,0
3224,60D25,0,0,0,0,0,0
3225,63D66,9,5.05,30.577,0,9,0
3226,60D26,0,0,0,0,0,0
3227,63D65,8,0.8,0,0,8,0
3228,60D35,0,0,0,0,0,0
3229,63D56,0,0,0,0,0,0
3230,60D36,0,0,0,0,0,0
3231,63D55,7,0.7,0,0,7,0
3232,60D45,0,0,0,0,0,0
3233,63D46,0,0,0,0,0,0
3234,61D46,0,0,0,0,0,0
3235,62D45,0,0,0,0,0,0
3236,61D55,9,1.05,0,0,9,0
3237,62D36,0,0,0,0,0,0
3238,61D56,0,0,0,0,0,0
3239,62D35,0,0,0,0,0,0
3240,61D65,2,0.55,3.219,0,2,0
3241,62D26,0,0,0,0,0,0
3242,61D66,0,0,0,0,0,0
3243,62D25,0,0,0,0,0,0
3244,61D75,8,0.8,0,0,8,0
3245,62D16,0,0,0,0,0,0
3246,61D76,7,0.7,0,0,7,0
3247,62D15,0,0,0,0,0,0
3248,82A31,0,0,0,0,0,0
3249,82A22,0,0,0,0,0,0
3250,82A21,8,16,24.945,34.3983,8,0
3251,82A12,0,0,0,0,0,0
3252,82A11,0,0,0,0,0,0
3253,81A72,1,2,1.609,0,3,0
3254,70A12,0,0,0,0,0,0
3255,81A71,0,0,0,0,0,0
3256,70A21,0,0,0,0,0,0
3257,81A62,0,0,0,0,0,0
3258,70A22,3,2.1,4.828,0,3,0
3259,81A61,0,0,0,0,0,0
3260,70A31,0,0,0,0,0,0
3261,81A52,0,0,0,0,0,0
3262,70A32,0,0,0,0,0,0
3263,81A51,0,0,0,0,0,0
3264,70A41,1,0.25,0,0,1,0
3265,81A42,0,0,0,0,0,0
3266,71A42,0,0,0,0,0,0
3267,80A41,8,0.8,0,0,8,0
3268,71A51,0,0,0,0,0,0
3269,80A32,7,0.7,0,0,7,0
3270,71A52,2,2,0,0,3,0
3271,80A31,8,0.8,0,0,8,0
3272,71A61,2,2,3.219,0,3,0
3273,80A22,8,0.8,0,0,8,0
3274,71A62,9,5.08,0,48.5621,15,0
3275,80A21,0,0,0,0,0,0
3276,71A71,0,0,0,0,0,0
3277,80A12,8,0.8,0,0,8,0
3278,71A72,0,0,0,0,0,0
3279,80A11,8,0.8,0,0,8,0
3280,72A11,4,1.32,0,0.8092,4,0
3281,79A72,16,1.6,0,0,16,0
3282,72A12,1,1,0,0,1,0
3283,79A71,16,1.6,0,0,16,0
3284,72A21,0,0,0,0,0,0
3285,79A62,17,25.6,40.234,0,19,0
3286,72A22,0,0,0,0,0,0
