Cell,BBA_ID,eLists,eHours,eKM,eHA,eNumObs,eCount
1882,51C56,0,0,0,0,0,0
1883,44C36,0,0,0,0,0,0
1884,51C55,0,0,0,0,0,0
1885,44C45,0,0,0,0,0,0
1886,51C46,0,0,0,0,0,0
1887,45C46,0,0,0,0,0,0
1888,50C45,0,0,0,0,0,0
1889,45C55,0,0,0,0,0,0
1890,50C36,0,0,0,0,0,0
1891,45C56,2,0.75,8.047,0,2,0
1892,50C35,0,0,0,0,0,0
1893,45C65,0,0,0,0,0,0
1894,50C26,0,0,0,0,0,0
1895,45C66,0,0,0,0,0,0
1896,50C25,2,8.5,11.265,0,0,0
1897,45C75,0,0,0,0,0,0
1898,50C16,0,0,0,0,0,0
1899,45C76,0,0,0,0,0,0
1900,50C15,0,0,0,0,0,0
1901,46C15,0,0,0,0,0,0
1902,49C76,0,0,0,0,0,0
1903,46C16,5,0.5,0,0,5,0
1904,49C75,0,0,0,0,0,0
1905,46C25,8,0.8,0,0,8,0
1906,49C66,0,0,0,0,0,0
1907,46C26,0,0,0,0,0,0
1908,49C65,0,0,0,0,0,0
1909,46C35,0,0,0,0,0,0
1910,49C56,0,0,0,0,0,0
1911,46C36,0,0,0,0,0,0
1912,49C55,0,0,0,0,0,0
1913,46C45,8,0.8,0,0,8,1
1914,49C46,8,0.8,0,0,8,0
1915,47C46,0,0,0,0,0,0
1916,48C45,0,0,0,0,0,0
1917,47C55,0,0,0,0,0,0
1918,48C36,0,0,0,0,0,0
1919,47C56,0,0,0,0,0,0
1920,48C35,0,0,0,0,0,0
1921,47C65,0,0,0,0,0,0
1922,48C26,0,0,0,0,0,0
1923,47C66,0,0,0,0,0,0
1924,48C25,9,0.45,0,0,9,3
1925,47C75,0,0,0,0,0,0
1926,48C16,9,0.45,0,0,8,3
1927,47C76,0,0,0,0,0,0
1928,48C15,0,0,0,0,0,0
1929,54D41,0,0,0,0,0,0
1930,54D32,1,4,32.186,0,1,0
1931,54D31,0,0,0,0,0,0
1932,54D22,1,4,32.186,0,1,0
1933,54D21,0,0,0,0,0,0
1934,54D12,0,0,0,0,0,0
1935,54D11,1,2,0,0,0,0
1936,53D72,0,0,0,0,0,0
1937,42D12,0,0,0,0,0,0
1938,53D71,0,0,0,0,0,0
1939,42D21,0,0,0,0,0,0
1940,53D62,15,26.42,17.299,0,72,0
1941,42D22,0,0,0,0,0,0
1942,53D61,1,6,8.047,0,2,0
1943,42D31,0,0,0,0,0,0
1944,53D52,0,0,0,0,0,0
1945,42D32,0,0,0,0,0,0
1946,53D51,0,0,0,0,0,0
1947,42D41,7,23.5,20.704,0,11,0
1948,53D42,120,1491,0,41277.936,232,0
1949,43D42,0,0,0,0,0,0
1950,52D41,0,0,0,0,0,0
1951,43D51,8,0.8,0,0,8,0
1952,52D32,1,0.83,0.805,0,1,0
1953,43D52,9,2.8,12.874,0,9,0
1954,52D31,0,0,0,0,0,0
1955,43D61,8,0.8,0,0,8,0
1956,52D22,0,0,0,0,0,0
1957,43D62,8,0.8,0,0,8,0
1958,52D21,0,0,0,0,0,0
1959,43D71,5,13,28.969,0,6,0
1960,52D12,1,3.5,3.219,0,0,0
1961,43D72,1,1,4.828,0,1,0
1962,52D11,0,0,0,0,0,0
1963,44D11,1,1,6.437,0,1,0
1964,51D72,0,0,0,0,0,0
1965,44D12,2,4,17.702,0,2,0
1966,51D71,0,0,0,0,0,0
1967,44D21,0,0,0,0,0,0
1968,51D62,0,0,0,0,0,0
1969,44D22,1,2,12.874,0,1,0
1970,51D61,0,0,0,0,0,0
1971,44D31,0,0,0,0,0,0
1972,51D52,0,0,0,0,0,0
1973,44D32,2,3.75,16.093,10.1174,1,0
1974,51D51,0,0,0,0,0,0
1975,44D41,0,0,0,0,0,0
1976,51D42,0,0,0,0,0,0
1977,45D42,0,0,0,0,0,0
1978,50D41,0,0,0,0,0,0
1979,45D51,0,0,0,0,0,0
1980,50D32,0,0,0,0,0,0
1981,45D52,0,0,0,0,0,0
1982,50D31,0,0,0,0,0,0
1983,45D61,0,0,0,0,0,0
1984,50D22,0,0,0,0,0,0
1985,45D62,0,0,0,0,0,0
1986,50D21,1,3.5,4.828,0,10,0
1987,45D71,0,0,0,0,0,0
1988,50D12,0,0,0,0,0,0
1989,45D72,0,0,0,0,0,0
1990,50D11,0,0,0,0,0,0
1991,46D11,0,0,0,0,0,0
1992,49D72,0,0,0,0,0,0
1993,46D12,5,0.5,0,0,5,0
1994,49D71,0,0,0,0,0,0
1995,46D21,0,0,0,0,0,0
1996,49D62,0,0,0,0,0,0
1997,46D22,0,0,0,0,0,0
1998,49D61,0,0,0,0,0,0
1999,46D31,0,0,0,0,0,0
2000,49D52,0,0,0,0,0,0
2001,46D32,0,0,0,0,0,0
2002,49D51,6,0.6,0,0,6,0
2003,46D41,0,0,0,0,0,0
2004,49D42,8,0.8,0,0,8,0
2005,47D42,7,0.7,0,0,7,0
2006,48D41,0,0,0,0,0,0
2007,47D51,0,0,0,0,0,0
2008,48D32,0,0,0,0,0,0
2009,47D52,8,0.8,0,0,8,0
2010,48D31,0,0,0,0,0,0
2011,47D61,8,0.8,0,0,8,0
2012,48D22,0,0,0,0,0,0
2013,47D62,0,0,0,0,0,0
2014,48D21,0,0,0,0,0,0
2015,47D71,0,0,0,0,0,0
2016,48D12,8,0.4,3.219,0,8,0
2017,47D72,0,0,0,0,0,0
2018,48D11,0,0,0,0,0,0
2019,54D43,1,2,3.219,0,1,0
2020,54D34,1,0.42,0.161,0,2,0
2021,54D33,0,0,0,0,0,0
2022,54D24,0,0,0,0,0,0
2023,54D23,0,0,0,0,0,0
2024,54D14,3,3.5,0,0.8094,4,0
2025,54D13,0,0,0,0,0,0
2026,53D74,0,0,0,0,0,0
2027,42D14,0,0,0,0,0,0
2028,53D73,0,0,0,0,0,0
2029,42D23,0,0,0,0,0,0
2030,53D64,0,0,0,0,0,0
2031,42D24,0,0,0,0,0,0
2032,53D63,0,0,0,0,0,0
2033,42D33,0,0,0,0,0,0
2034,53D54,0,0,0,0,0,0
2035,42D34,0,0,0,0,0,0
2036,53D53,0,0,0,0,0,0
2037,42D43,0,0,0,0,0,0
2038,53D44,0,0,0,0,0,0
2039,43D44,0,0,0,0,0,0
2040,52D43,0,0,0,0,0,0
2041,43D53,3,7,14.484,0,5,0
2042,52D34,0,0,0,0,0,0
2043,43D54,0,0,0,0,0,0
2044,52D33,0,0,0,0,0,0
2045,43D63,9,2.8,6.437,0,9,0
2046,52D24,0,0,0,0,0,0
2047,43D64,8,0.8,0,0,8,0
2048,52D23,0,0,0,0,0,0
2049,43D73,9,2.3,8.047,0,9,0
2050,52D14,0,0,0,0,0,0
2051,43D74,9,1.3,4.828,0,9,0
2052,52D13,0,0,0,0,0,0
2053,44D13,0,0,0,0,0,0
2054,51D74,0,0,0,0,0,0
2055,44D14,1,1,4.828,0,1,0
2056,51D73,0,0,0,0,0,0
2057,44D23,0,0,0,0,0,0
2058,51D64,0,0,0,0,0,0
2059,44D24,0,0,0,0,0,0
2060,51D63,0,0,0,0,0,0
2061,44D33,0,0,0,0,0,0
2062,51D54,0,0,0,0,0,0
2063,44D34,0,0,0,0,0,0
2064,51D53,0,0,0,0,0,0
2065,44D43,0,0,0,0,0,0
2066,51D44,0,0,0,0,0,0
2067,45D44,0,0,0,0,0,0
2068,50D43,0,0,0,0,0,0
2069,45D53,0,0,0,0,0,0
2070,50D34,0,0,0,0,0,0
2071,45D54,0,0,0,0,0,0
2072,50D33,0,0,0,0,0,0
2073,45D63,0,0,0,0,0,0
2074,50D24,0,0,0,0,0,0
2075,45D64,0,0,0,0,0,0
2076,50D23,0,0,0,0,0,0
2077,45D73,0,0,0,0,0,0
2078,50D14,0,0,0,0,0,0
2079,45D74,0,0,0,0,0,0
2080,50D13,0,0,0,0,0,0
2081,46D13,0,0,0,0,0,0
2082,49D74,0,0,0,0,0,0
2083,46D14,10,1,0,0,10,0
2084,49D73,0,0,0,0,0,0
2085,46D23,0,0,0,0,0,0
2086,49D64,0,0,0,0,0,0
2087,46D24,10,1,0,0,10,0
2088,49D63,8,0.8,0,0,8,1
2089,46D33,10,1,0,0,10,6
2090,49D54,8,0.8,0,0,8,0
2091,46D34,10,1,0,0,10,4
2092,49D53,0,0,0,0,0,0
2093,46D43,9,0.9,0,0,9,1
2094,49D44,0,0,0,0,0,0
2095,47D44,8,0.8,0,0,8,0
2096,48D43,0,0,0,0,0,0
2097,47D53,0,0,0,0,0,0
2098,48D34,0,0,0,0,0,0
2099,47D54,0,0,0,0,0,0
2100,48D33,0,0,0,0,0,0
2101,47D63,8,0.8,0,0,8,0
2102,48D24,0,0,0,0,0,0
2103,47D64,0,0,0,0,0,0
2104,48D23,0,0,0,0,0,0
2105,47D73,0,0,0,0,0,0
2106,48D14,0,0,0,0,0,0
2107,47D74,0,0,0,0,0,0
2108,48D13,0,0,0,0,0,0
2109,54D36,1,2,8.047,0,2,0
2110,54D35,1,3,12.874,0,1,1
2111,54D26,0,0,0,0,0,0
2112,54D25,0,0,0,0,0,0
2113,54D16,0,0,0,0,0,0
2114,54D15,0,0,0,0,0,0
2115,53D76,0,0,0,0,0,0
2116,42D16,0,0,0,0,0,0
2117,53D75,0,0,0,0,0,0
2118,42D25,0,0,0,0,0,0
2119,53D66,0,0,0,0,0,0
2120,42D26,0,0,0,0,0,0
2121,53D65,1,2,3.219,0,2,1
2122,42D35,0,0,0,0,0,0
2123,53D56,5,10.83,25.75,0,5,4
2124,42D36,0,0,0,0,0,0
2125,53D55,0,0,0,0,0,0
2126,42D45,0,0,0,0,0,0
2127,53D46,1,1.33,1.287,0,2,0
2128,43D46,8,0.8,0,0,8,0
2129,52D45,0,0,0,0,0,0
2130,43D55,0,0,0,0,0,0
2131,52D36,0,0,0,0,0,0
2132,43D56,3,4.58,5.633,0,3,0
2133,52D35,0,0,0,0,0,0
2134,43D65,0,0,0,0,0,0
2135,52D26,0,0,0,0,0,0
2136,43D66,8,0.8,0,0,8,0
2137,52D25,0,0,0,0,0,0
2138,43D75,9,1.8,6.437,0,9,0
2139,52D16,0,0,0,0,0,0
2140,43D76,8,0.8,0,0,8,0
2141,52D15,2,0.5,0,0,3,0
2142,44D15,3,2.75,19.313,0,3,0
2143,51D76,0,0,0,0,0,0
2144,44D16,0,0,0,0,0,0
2145,51D75,0,0,0,0,0,0
2146,44D25,0,0,0,0,0,0
2147,51D66,0,0,0,0,0,0
2148,44D26,0,0,0,0,0,0
2149,51D65,16,1.6,0,0,16,0
2150,44D35,0,0,0,0,0,0
2151,51D56,0,0,0,0,0,0
2152,44D36,0,0,0,0,0,0
2153,51D55,0,0,0,0,0,0
2154,44D45,2,0.75,8.047,0,2,0
2155,51D46,0,0,0,0,0,0
2156,45D46,0,0,0,0,0,0
2157,50D45,0,0,0,0,0,0
2158,45D55,0,0,0,0,0,0
2159,50D36,0,0,0,0,0,0
2160,45D56,0,0,0,0,0,0
2161,50D35,0,0,0,0,0,0
2162,45D65,0,0,0,0,0,0
2163,50D26,0,0,0,0,0,0
2164,45D66,0,0,0,0,0,0
2165,50D25,0,0,0,0,0,0
2166,45D75,2,0.2,0,0,2,0
2167,50D16,0,0,0,0,0,0
2168,45D76,0,0,0,0,0,0
2169,50D15,0,0,0,0,0,0
2170,46D15,0,0,0,0,0,0
2171,49D76,1,2,3.219,0,1,2
2172,46D16,10,1,0,0,10,0
2173,49D75,0,0,0,0,0,0
2174,46D25,0,0,0,0,0,0
2175,49D66,8,0.8,0,0,8,0
2176,46D26,10,1,0,0,10,0
2177,49D65,8,0.8,0,0,8,0
2178,46D35,6,0.6,0,0,6,0
2179,49D56,5,0.5,0,0,5,2
2180,46D36,10,1,0,0,10,0
2181,49D55,6,0.6,0,0,6,0
2182,46D45,8,0.8,0,0,8,0
2183,49D46,8,0.8,0,0,8,0
2184,47D46,8,0.8,0,0,8,0
2185,48D45,0,0,0,0,0,0
2186,47D55,0,0,0,0,0,0
2187,48D36,7,15.17,32.992,80.9389,12,2
2188,47D56,0,0,0,0,0,0
2189,48D35,0,0,0,0,0,0
2190,47D65,8,0.8,0,0,8,0
2191,48D26,0,0,0,0,0,0
2192,47D66,0,0,0,0,0,0
2193,48D25,0,0,0,0,0,0
2194,47D75,0,0,0,0,0,0
2195,48D16,0,0,0,0,0,0
2196,47D76,0,0,0,0,0,0
2197,48D15,0,0,0,0,0,0
2198,68A31,0,0,0,0,0,0
2199,68A22,1,2,6.437,0,2,0
2200,68A21,3,6.5,0,0,4,0
2201,68A12,0,0,0,0,0,0
2202,68A11,0,0,0,0,0,0
2203,67A72,0,0,0,0,0,0
2204,56A12,0,0,0,0,0,0
2205,67A71,0,0,0,0,0,0
2206,56A21,3,3.25,14.484,0,3,0
2207,67A62,0,0,0,0,0,0
2208,56A22,0,0,0,0,0,0
2209,67A61,0,0,0,0,0,0
2210,56A31,0,0,0,0,0,0
2211,67A52,0,0,0,0,0,0
2212,56A32,0,0,0,0,0,0
2213,67A51,0,0,0,0,0,0
2214,56A41,1,1,8.047,0,1,0
2215,67A42,0,0,0,0,0,0
2216,57A42,2,1.25,8.852,0,2,0
2217,66A41,0,0,0,0,0,0
2218,57A51,5,24.91,41.841,0,5,0
2219,66A32,0,0,0,0,0,0
2220,57A52,1,1.75,3.219,0,1,0
2221,66A31,0,0,0,0,0,0
2222,57A61,1,2,8.047,0,1,0
2223,66A22,0,0,0,0,0,0
2224,57A62,8,0.8,0,0,8,0
2225,66A21,0,0,0,0,0,0
2226,57A71,8,0.8,0,0,8,0
2227,66A12,0,0,0,0,0,0
2228,57A72,7,0.7,0,0,7,0
2229,66A11,8,0.8,0,0,8,0
2230,58A11,0,0,0,0,0,0
2231,65A72,8,0.8,0,0,8,0
2232,58A12,1,4,19.312,0,1,0
2233,65A71,8,0.8,0,0,8,0
2234,58A21,0,0,0,0,0,0
2235,65A62,8,0.8,0,0,8,0
2236,58A22,0,0,0,0,0,0
2237,65A61,8,0.8,0,0,8,0
2238,58A31,0,0,0,0,0,0
2239,65A52,8,0.8,0,0,8,0
2240,58A32,0,0,0,0,0,0
2241,65A51,0,0,0,0,0,0
2242,58A41,0,0,0,0,0,0
2243,65A42,0,0,0,0,0,0
2244,59A42,0,0,0,0,0,0
2245,64A41,9,1.22,0,1.2141,10,0
2246,59A51,0,0,0,0,0,0
2247,64A32,10,1,0,0,10,0
2248,59A52,0,0,0,0,0,0
2249,64A31,10,1,0,0,10,0
2250,59A61,0,0,0,0,0,0
2251,64A22,0,0,0,0,0,0
2252,59A62,0,0,0,0,0,0
2253,64A21,0,0,0,0,0,0
2254,59A71,0,0,0,0,0,0
2255,64A12,0,0,0,0,0,0
2256,59A72,0,0,0,0,0,0
2257,64A11,0,0,0,0,0,0
2258,60A11,10,1,0,0,10,0
2259,63A72,2,4,0,0,4,0
2260,60A12,0,0,0,0,0,0
2261,63A71,0,0,0,0,0,0
2262,60A21,0,0,0,0,0,0
2263,63A62,0,0,0,0,0,0
2264,60A22,0,0,0,0,0,0
2265,63A61,8,0.8,0,0,8,0
2266,60A31,10,1,0,0,10,0
2267,63A52,8,0.8,0,0,8,0
2268,60A32,1,1,0,0.4047,1,0
2269,63A51,8,0.8,0,0,8,0
2270,60A41,8,0.8,0,0,8,0
2271,63A42,12,23.8,0,0,14,0
2272,61A42,0,0,0,0,0,0
2273,62A41,0,0,0,0,0,0
2274,61A51,0,0,0,0,0,0
2275,62A32,0,0,0,0,0,0
2276,61A52,8,0.8,0,0,8,0
2277,62A31,0,0,0,0,0,0
2278,61A61,8,0.8,0,0,8,0
2279,62A22,0,0,0,0,0,0
2280,61A62,8,0.8,0,0,8,0
2281,62A21,0,0,0,0,0,0
2282,61A71,0,0,0,0,0,0
2283,62A12,0,0,0,0,0,0
2284,61A72,0,0,0,0,0,0
2285,62A11,0,0,0,0,0,0
2286,68A33,0,0,0,0,0,0
2287,68A24,1,4,4.828,0,2,0
2288,68A23,0,0,0,0,0,0
2289,68A14,0,0,0,0,0,0
2290,68A13,0,0,0,0,0,0
2291,67A74,0,0,0,0,0,0
2292,56A14,0,0,0,0,0,0
2293,67A73,61,699.84,0,2.4282,15,0
2294,56A23,0,0,0,0,0,0
2295,67A64,0,0,0,0,0,0
2296,56A24,0,0,0,0,0,0
2297,67A63,1,1.5,8.047,0,0,1
2298,56A33,1,1.5,6.437,0,1,0
2299,67A54,0,0,0,0,0,0
2300,56A34,0,0,0,0,0,0
2301,67A53,0,0,0,0,0,0
2302,56A43,2,4,20.921,0,2,0
2303,67A44,0,0,0,0,0,0
2304,57A44,3,6,14.484,0,3,0
2305,66A43,0,0,0,0,0,0
2306,57A53,12,14.74,24.14,0,12,0
2307,66A34,0,0,0,0,0,0
2308,57A54,0,0,0,0,0,0
2309,66A33,0,0,0,0,0,0
2310,57A63,0,0,0,0,0,0
2311,66A24,0,0,0,0,0,0
2312,57A64,8,0.8,0,0,8,0
2313,66A23,0,0,0,0,0,0
2314,57A73,11,4.8,17.703,0,11,0
2315,66A14,0,0,0,0,0,0
2316,57A74,10,1.8,6.438,0,10,0
2317,66A13,0,0,0,0,0,0
2318,58A13,0,0,0,0,0,0
2319,65A74,8,0.8,0,0,8,0
2320,58A14,0,0,0,0,0,0
2321,65A73,7,0.7,0,0,7,0
2322,58A23,0,0,0,0,0,0
2323,65A64,8,0.8,0,0,8,0
2324,58A24,0,0,0,0,0,0
2325,65A63,8,0.8,0,0,8,0
2326,58A33,0,0,0,0,0,0
2327,65A54,8,0.8,0,0,8,0
2328,58A34,0,0,0,0,0,0
2329,65A53,0,0,0,0,0,0
2330,58A43,0,0,0,0,0,0
2331,65A44,6,5.25,6.437,0,7,0
2332,59A44,0,0,0,0,0,0
2333,64A43,10,1,0,0,10,0
2334,59A53,0,0,0,0,0,0
2335,64A34,10,1,0,0,10,0
2336,59A54,0,0,0,0,0,0
2337,64A33,10,1,0,0,10,0
2338,59A63,0,0,0,0,0,0
2339,64A24,0,0,0,0,0,0
2340,59A64,0,0,0,0,0,0
2341,64A23,0,0,0,0,0,0
2342,59A73,0,0,0,0,0,0
2343,64A14,0,0,0,0,0,0
2344,59A74,0,0,0,0,0,0
2345,64A13,0,0,0,0,0,0
2346,60A13,9,0.9,0,0,9,0
2347,63A74,0,0,0,0,0,0
2348,60A14,7,0.7,0,0,7,0
2349,63A73,0,0,0,0,0,0
2350,60A23,9,0.9,0,0,9,0
2351,63A64,0,0,0,0,0,0
2352,60A24,0,0,0,0,0,0
2353,63A63,0,0,0,0,0,0
2354,60A33,0,0,0,0,0,0
2355,63A54,0,0,0,0,0,0
2356,60A34,10,1,0,0,10,0
2357,63A53,1,0.75,12.874,0,1,0
2358,60A43,10,1,0,0,10,0
2359,63A44,1,1.5,24.14,0,1,0
2360,61A44,0,0,0,0,0,0
2361,62A43,1,0.1,0,0,1,0
2362,61A53,0,0,0,0,0,0
2363,62A34,0,0,0,0,0,0
2364,61A54,8,0.8,0,0,8,0
2365,62A33,0,0,0,0,0,0
2366,61A63,11,7.3,33.795,0,11,0
2367,62A24,5,0.5,0,0,5,0
2368,61A64,8,0.8,0,0,8,1
2369,62A23,0,0,0,0,0,0
2370,61A73,0,0,0,0,0,0
2371,62A14,0,0,0,0,0,0
2372,61A74,0,0,0,0,0,0
2373,62A13,0,0,0,0,0,0
2374,68A36,0,0,0,0,0,0
2375,68A35,0,0,0,0,0,0
2376,68A26,2,3.08,8.047,0,4,0
2377,68A25,0,0,0,0,0,0
2378,68A16,0,0,0,0,0,0
2379,68A15,0,0,0,0,0,0
2380,67A76,0,0,0,0,0,0
2381,56A16,1,1,4.828,0,1,0
2382,67A75,0,0,0,0,0,0
2383,56A25,0,0,0,0,0,0
2384,67A66,0,0,0,0,0,0
2385,56A26,0,0,0,0,0,0
2386,67A65,0,0,0,0,0,0
2387,56A35,1,1.5,8.047,0,1,0
2388,67A56,0,0,0,0,0,0
2389,56A36,0,0,0,0,0,0
2390,67A55,0,0,0,0,0,0
2391,56A45,0,0,0,0,0,0
2392,67A46,0,0,0,0,0,0
2393,57A46,1,1,8.047,0,1,0
2394,66A45,0,0,0,0,0,0
2395,57A55,5,4.83,19.312,0,4,0
2396,66A36,0,0,0,0,0,0
2397,57A56,1,0.5,3.219,0,1,0
2398,66A35,0,0,0,0,0,0
2399,57A65,0,0,0,0,0,0
2400,66A26,0,0,0,0,0,0
2401,57A66,4,5.5,25.75,0,4,0
2402,66A25,0,0,0,0,0,0
2403,57A75,1,0.5,3.219,0,1,0
2404,66A16,0,0,0,0,0,0
2405,57A76,13,6.8,22.531,0,15,0
2406,66A15,0,0,0,0,0,0
2407,58A15,8,0.8,0,0,8,0
2408,65A76,1,0.1,0,0,1,0
2409,58A16,0,0,0,0,0,0
2410,65A75,8,0.8,0,0,8,0
2411,58A25,0,0,0,0,0,0
2412,65A66,8,0.8,0,0,8,0
2413,58A26,0,0,0,0,0,0
2414,65A65,8,0.8,0,0,8,0
2415,58A35,0,0,0,0,0,0
2416,65A56,8,0.8,0,0,8,0
2417,58A36,0,0,0,0,0,0
2418,65A55,0,0,0,0,0,0
2419,58A45,1,2,8.047,0,1,0
2420,65A46,6,4.08,8.448,0,6,0
2421,59A46,0,0,0,0,0,0
2422,64A45,10,1,0,0,10,0
2423,59A55,0,0,0,0,0,0
2424,64A36,11,2.5,0,0,10,0
2425,59A56,0,0,0,0,0,0
2426,64A35,2,0.2,0,0,2,0
2427,59A65,0,0,0,0,0,0
2428,64A26,0,0,0,0,0,0
2429,59A66,0,0,0,0,0,0
2430,64A25,0,0,0,0,0,0
2431,59A75,0,0,0,0,0,0
2432,64A16,0,0,0,0,0,0
2433,59A76,0,0,0,0,0,0
2434,64A15,0,0,0,0,0,0
2435,60A15,10,1,0,0,10,0
2436,63A76,0,0,0,0,0,0
2437,60A16,10,1,0,0,10,0
2438,63A75,0,0,0,0,0,0
2439,60A25,8,0.8,0,0,8,0
2440,63A66,0,0,0,0,0,0
2441,60A26,0,0,0,0,0,0
2442,63A65,0,0,0,0,0,0
2443,60A35,0,0,0,0,0,0
2444,63A56,0,0,0,0,0,0
2445,60A36,0,0,0,0,0,0
2446,63A55,0,0,0,0,0,0
2447,60A45,10,1,0,0,10,0
2448,63A46,0,0,0,0,0,0
2449,61A46,8,0.8,0,0,8,0
2450,62A45,0,0,0,0,0,0
2451,61A55,0,0,0,0,0,0
2452,62A36,0,0,0,0,0,0
2453,61A56,9,6.8,0,0.4047,9,0
2454,62A35,0,0,0,0,0,0
2455,61A65,8,0.8,0,0,8,0
2456,62A26,0,0,0,0,0,0
2457,61A66,7,0.7,0,0,7,1
2458,62A25,0,0,0,0,0,0
2459,61A75,0,0,0,0,0,0
2460,62A16,0,0,0,0,0,0
2461,61A76,10,35,54.234,26.3046,15,1
2462,62A15,0,0,0,0,0,0
2463,68B32,0,0,0,0,0,0
2464,68B31,0,0,0,0,0,0
2465,68B22,0,0,0,0,0,0
2466,68B21,5,3.17,0,3.035,5,0
2467,68B12,0,0,0,0,0,0
2468,68B11,0,0,0,0,0,0
2469,67B72,0,0,0,0,0,0
2470,56B12,0,0,0,0,0,0
2471,67B71,1,0.25,0,0,1,0
2472,56B21,1,2,8.047,0,1,0
2473,67B62,0,0,0,0,0,0
2474,56B22,0,0,0,0,0,0
2475,67B61,0,0,0,0,0,0
2476,56B31,0,0,0,0,0,0
2477,67B52,0,0,0,0,0,0
2478,56B32,0,0,0,0,0,0
2479,67B51,0,0,0,0,0,0
2480,56B41,4,6,33.795,0,4,0
2481,67B42,1,1.25,3.219,0,1,0
2482,57B42,0,0,0,0,0,0
2483,66B41,0,0,0,0,0,0
2484,57B51,7,10.5,28.968,0,7,0
2485,66B32,0,0,0,0,0,0
2486,57B52,1,0.25,3.219,0,1,0
2487,66B31,0,0,0,0,0,0
2488,57B61,0,0,0,0,0,0
2489,66B22,0,0,0,0,0,0
2490,57B62,0,0,0,0,0,0
2491,66B21,0,0,0,0,0,0
2492,57B71,0,0,0,0,0,0
2493,66B12,0,0,0,0,0,0
2494,57B72,0,0,0,0,0,0
2495,66B11,0,0,0,0,0,0
2496,58B11,8,0.8,0,0,8,0
2497,65B72,8,0.8,0,0,8,0
2498,58B12,9,5.8,19.312,0,9,0
2499,65B71,8,0.8,0,0,8,0
2500,58B21,0,0,0,0,0,0
2501,65B62,9,2.8,6.437,0,12,0
2502,58B22,1,0.17,0,0,2,0
2503,65B61,2,8.5,0,1.6187,4,0
2504,58B31,0,0,0,0,0,0
2505,65B52,8,2.2,0,0,7,0
2506,58B32,0,0,0,0,0,0
2507,65B51,0,0,0,0,0,0
2508,58B41,0,0,0,0,0,0
2509,65B42,0,0,0,0,0,0
2510,59B42,0,0,0,0,0,0
2511,64B41,10,1,0,0,10,0
2512,59B51,0,0,0,0,0,0
2513,64B32,10,1,0,0,10,0
2514,59B52,0,0,0,0,0,0
2515,64B31,10,1,0,0,10,0
2516,59B61,0,0,0,0,0,0
2517,64B22,10,1,0,0,10,0
2518,59B62,0,0,0,0,0,0
2519,64B21,0,0,0,0,0,0
2520,59B71,0,0,0,0,0,0
2521,64B12,0,0,0,0,0,0
2522,59B72,0,0,0,0,0,0
2523,64B11,0,0,0,0,0,0
2524,60B11,10,1,0,0,10,0
2525,63B72,0,0,0,0,0,0
2526,60B12,10,1,0,0,10,0
2527,63B71,2,2.67,0.805,0,4,0
2528,60B21,10,1,0,0,10,0
2529,63B62,2,2.25,2.575,1.2141,3,0
2530,60B22,10,1,0,0,10,0
2531,63B61,0,0,0,0,0,0
2532,60B31,0,0,0,0,0,0
2533,63B52,0,0,0,0,0,0
2534,60B32,10,1,0,0,10,0
2535,63B51,0,0,0,0,0,0
2536,60B41,0,0,0,0,0,0
2537,63B42,0,0,0,0,0,0
2538,61B42,9,0.9,0,0,9,0
2539,62B41,7,0.77,0,0,7,0
2540,61B51,7,0.7,0,0,7,0
2541,62B32,1,1.5,0,0,2,0
2542,61B52,6,0.6,0,0,6,0
2543,62B31,0,0,0,0,0,0
2544,61B61,8,0.8,0,0,8,0
2545,62B22,0,0,0,0,0,0
2546,61B62,0,0,0,0,0,0
2547,62B21,0,0,0,0,0,0
2548,61B71,0,0,0,0,0,0
2549,62B12,0,0,0,0,0,0
2550,61B72,0,0,0,0,0,0
2551,62B11,12,15.83,9.173,2.0234,17,0
2552,68B33,1,2.75,4.023,0,2,0
2553,68B24,0,0,0,0,0,0
2554,68B23,1,1,0,0,4,0
2555,68B14,0,0,0,0,0,0
2556,68B13,0,0,0,0,0,0
2557,67B74,0,0,0,0,0,0
2558,56B14,0,0,0,0,0,0
2559,67B73,0,0,0,0,0,0
2560,56B23,0,0,0,0,0,0
2561,67B64,0,0,0,0,0,0
2562,56B24,4,14.5,26.956,0,2,0
2563,67B63,0,0,0,0,0,0
2564,56B33,0,0,0,0,0,0
2565,67B54,0,0,0,0,0,0
2566,56B34,1,1.5,6.437,0,1,0
2567,67B53,0,0,0,0,0,0
2568,56B43,1,1.5,8.047,0,1,0
2569,67B44,0,0,0,0,0,0
2570,57B44,7,11.25,65.981,0,9,0
2571,66B43,0,0,0,0,0,0
2572,57B53,1,2,6.437,0,1,0
2573,66B34,0,0,0,0,0,0
2574,57B54,0,0,0,0,0,0
2575,66B33,0,0,0,0,0,0
2576,57B63,2,2.75,14.484,0,2,0
2577,66B24,0,0,0,0,0,0
2578,57B64,1,12,0,0.2023,1,0
2579,66B23,0,0,0,0,0,0
2580,57B73,0,0,0,0,0,0
2581,66B14,0,0,0,0,0,0
2582,57B74,8,0.8,0,0,8,0
2583,66B13,1,0.33,1.609,0,2,0
2584,58B13,9,0.9,0,0,9,0
2585,65B74,4,0.4,0,0,4,0
2586,58B14,0,0,0,0,0,0
2587,65B73,8,0.8,0,0,8,0
2588,58B23,0,0,0,0,0,0
