"","Lon1","Lat1","Centroid_ID","rn","nearest_in_grid2","nearest_in_grid3","nearest_in_grid4"
"1271",-77.03125,40.64583333,1271,1271,341,25,10
"1272",-77.15625,40.64583333,1272,1272,347,25,10
"1273",-77.15625,40.60416667,1273,1273,347,25,10
"1274",-77.21875,40.60416667,1274,1274,347,25,10
"1275",-77.21875,40.64583333,1275,1275,347,25,10
"1276",-77.84375,40.4375,1276,1276,348,26,10
"1277",-77.90625,40.47916667,1277,1277,349,26,10
"1278",-77.96875,40.47916667,1278,1278,349,26,10
"1279",-77.78125,40.4375,1279,1279,348,26,10
"1280",-77.59375,40.64583333,1280,1280,350,26,10
"1281",-77.53125,40.5625,1281,1281,351,26,10
"1282",-77.59375,40.5625,1282,1282,351,26,10
"1283",-77.96875,40.4375,1283,1283,349,26,10
"1284",-77.59375,40.47916667,1284,1284,352,26,10
"1285",-77.53125,40.47916667,1285,1285,352,26,10
"1286",-77.59375,40.39583333,1286,1286,353,26,10
"1287",-77.53125,40.39583333,1287,1287,353,26,10
"1288",-77.53125,40.35416667,1288,1288,353,26,10
"1289",-77.59375,40.35416667,1289,1289,353,26,10
"1290",-77.71875,40.35416667,1290,1290,354,26,10
"1291",-77.71875,40.39583333,1291,1291,354,26,10
"1292",-77.65625,40.39583333,1292,1292,354,26,10
"1293",-77.65625,40.35416667,1293,1293,354,26,10
"1294",-77.65625,40.47916667,1294,1294,355,26,10
"1295",-77.71875,40.4375,1295,1295,355,26,10
"1296",-77.59375,40.4375,1296,1296,352,26,10
"1297",-77.71875,40.47916667,1297,1297,355,26,10
"1298",-77.65625,40.4375,1298,1298,355,26,10
"1299",-77.53125,40.4375,1299,1299,352,26,10
"1300",-77.78125,40.39583333,1300,1300,356,26,10
"1301",-77.78125,40.35416667,1301,1301,356,26,10
"1302",-77.96875,40.35416667,1302,1302,357,26,10
"1303",-77.96875,40.39583333,1303,1303,357,26,10
"1304",-77.90625,40.39583333,1304,1304,357,26,10
"1305",-77.90625,40.35416667,1305,1305,357,26,10
"1306",-77.90625,40.4375,1306,1306,349,26,10
"1307",-77.84375,40.39583333,1307,1307,356,26,10
"1308",-77.84375,40.35416667,1308,1308,356,26,10
"1309",-77.84375,40.47916667,1309,1309,348,26,10
"1310",-77.78125,40.47916667,1310,1310,348,26,10
"1311",-77.65625,40.64583333,1311,1311,358,26,10
"1312",-77.59375,40.60416667,1312,1312,350,26,10
"1313",-77.71875,40.64583333,1313,1313,358,26,10
"1314",-77.53125,40.60416667,1314,1314,350,26,10
"1315",-77.53125,40.64583333,1315,1315,350,26,10
"1316",-77.96875,40.5625,1316,1316,359,26,10
"1317",-77.78125,40.52083333,1317,1317,360,26,10
"1318",-77.84375,40.5625,1318,1318,360,26,10
"1319",-77.59375,40.52083333,1319,1319,351,26,10
"1320",-77.53125,40.52083333,1320,1320,351,26,10
"1321",-77.71875,40.52083333,1321,1321,361,26,10
"1322",-77.71875,40.5625,1322,1322,361,26,10
"1323",-77.65625,40.52083333,1323,1323,361,26,10
"1324",-77.65625,40.5625,1324,1324,361,26,10
"1325",-77.59375,40.0625,1325,1325,362,24,10
"1326",-77.65625,40.0625,1326,1326,327,24,10
"1327",-77.53125,40.0625,1327,1327,362,24,10
"1328",-77.53125,40.02083333,1328,1328,362,24,10
"1329",-77.59375,40.02083333,1329,1329,362,24,10
"1330",-77.53125,40.14583333,1330,1330,323,24,10
"1331",-77.59375,40.10416667,1331,1331,323,24,10
"1332",-77.59375,40.1875,1332,1332,363,24,10
"1333",-77.59375,40.22916667,1333,1333,363,24,10
"1334",-77.53125,40.1875,1334,1334,363,24,10
"1335",-77.53125,40.22916667,1335,1335,363,24,10
"1336",-77.59375,40.27083333,1336,1336,364,24,10
"1337",-77.53125,40.3125,1337,1337,364,24,10
"1338",-77.59375,40.3125,1338,1338,364,24,10
"1339",-77.53125,40.27083333,1339,1339,364,24,10
"1340",-77.71875,40.27083333,1340,1340,365,24,10
"1341",-77.65625,40.3125,1341,1341,365,24,10
"1342",-77.71875,40.3125,1342,1342,365,24,10
"1343",-77.65625,40.27083333,1343,1343,365,24,10
"1344",-77.65625,40.22916667,1344,1344,366,24,10
"1345",-77.71875,40.1875,1345,1345,366,24,10
"1346",-77.71875,40.22916667,1346,1346,366,24,10
"1347",-77.65625,40.1875,1347,1347,366,24,10
"1348",-77.84375,40.1875,1348,1348,367,24,10
"1349",-77.84375,40.22916667,1349,1349,367,24,10
"1350",-77.78125,40.1875,1350,1350,367,24,10
"1351",-77.78125,40.22916667,1351,1351,367,24,10
"1352",-77.96875,40.1875,1352,1352,368,24,10
"1353",-77.96875,40.22916667,1353,1353,368,24,10
"1354",-77.90625,40.1875,1354,1354,368,24,10
"1355",-77.90625,40.22916667,1355,1355,368,24,10
"1356",-77.78125,40.27083333,1356,1356,330,24,10
"1357",-77.96875,40.3125,1357,1357,369,24,10
"1358",-77.90625,40.27083333,1358,1358,369,24,10
"1359",-77.90625,40.3125,1359,1359,369,24,10
"1360",-77.96875,40.27083333,1360,1360,369,24,10
"1361",-77.96875,40.52083333,1361,1361,359,26,10
"1362",-77.78125,40.64583333,1362,1362,370,26,10
"1363",-77.84375,40.60416667,1363,1363,370,26,10
"1364",-77.84375,40.64583333,1364,1364,370,26,10
"1365",-77.78125,40.60416667,1365,1365,370,26,10
"1366",-77.96875,40.60416667,1366,1366,371,26,10
"1367",-77.71875,40.60416667,1367,1367,358,26,10
"1368",-77.65625,40.60416667,1368,1368,358,26,10
"1369",-77.78125,40.5625,1369,1369,360,26,10
"1370",-77.84375,40.52083333,1370,1370,360,26,10
"1371",-77.96875,40.64583333,1371,1371,371,26,10
"1372",-77.90625,40.52083333,1372,1372,359,26,10
"1373",-77.90625,40.5625,1373,1373,359,26,10
"1374",-77.90625,40.64583333,1374,1374,371,26,10
"1375",-77.90625,40.60416667,1375,1375,371,26,10
"1376",-78.09375,40.0625,1376,1376,372,27,11
"1377",-78.21875,40.10416667,1377,1377,373,27,11
"1378",-78.15625,40.0625,1378,1378,374,27,11
"1379",-78.15625,40.02083333,1379,1379,374,27,11
"1380",-78.15625,40.14583333,1380,1380,373,27,11
"1381",-78.15625,40.10416667,1381,1381,373,27,11
"1382",-78.34375,40.02083333,1382,1382,375,27,11
"1383",-78.34375,40.0625,1383,1383,375,27,11
"1384",-78.46875,40.0625,1384,1384,376,27,11
"1385",-78.40625,40.02083333,1385,1385,376,27,11
"1386",-78.46875,40.02083333,1386,1386,376,27,11
"1387",-78.34375,40.27083333,1387,1387,377,27,11
"1388",-78.46875,40.27083333,1388,1388,378,27,11
"1389",-78.28125,40.22916667,1389,1389,379,27,11
"1390",-78.28125,40.1875,1390,1390,379,27,11
"1391",-78.34375,40.22916667,1391,1391,379,27,11
"1392",-78.46875,40.22916667,1392,1392,380,27,11
"1393",-78.46875,40.1875,1393,1393,380,27,11
"1394",-78.09375,40.27083333,1394,1394,381,27,11
"1395",-78.03125,40.27083333,1395,1395,381,27,11
"1396",-78.21875,40.3125,1396,1396,382,27,11
"1397",-78.15625,40.27083333,1397,1397,382,27,11
"1398",-78.03125,40.0625,1398,1398,372,27,11
"1399",-78.03125,40.10416667,1399,1399,383,27,11
"1400",-78.03125,40.14583333,1400,1400,383,27,11
"1401",-78.09375,40.14583333,1401,1401,383,27,11
"1402",-78.09375,40.10416667,1402,1402,383,27,11
"1403",-78.21875,40.14583333,1403,1403,373,27,11
"1404",-78.03125,40.22916667,1404,1404,384,27,11
"1405",-78.03125,40.3125,1405,1405,381,27,11
"1406",-78.09375,40.3125,1406,1406,381,27,11
"1407",-78.03125,40.02083333,1407,1407,372,27,11
"1408",-78.21875,40.02083333,1408,1408,374,27,11
"1409",-78.21875,40.0625,1409,1409,374,27,11
"1410",-78.09375,40.02083333,1410,1410,372,27,11
"1411",-78.28125,40.14583333,1411,1411,385,27,11
"1412",-78.28125,40.10416667,1412,1412,385,27,11
"1413",-78.40625,40.10416667,1413,1413,386,27,11
"1414",-78.40625,40.14583333,1414,1414,386,27,11
"1415",-78.46875,40.14583333,1415,1415,386,27,11
"1416",-78.46875,40.10416667,1416,1416,386,27,11
"1417",-78.40625,40.0625,1417,1417,376,27,11
"1418",-78.34375,40.14583333,1418,1418,385,27,11
"1419",-78.34375,40.10416667,1419,1419,385,27,11
"1420",-78.28125,40.02083333,1420,1420,375,27,11
"1421",-78.28125,40.0625,1421,1421,375,27,11
"1422",-78.34375,40.3125,1422,1422,377,27,11
"1423",-78.28125,40.27083333,1423,1423,377,27,11
"1424",-78.28125,40.3125,1424,1424,377,27,11
"1425",-78.65625,40.0625,1425,1425,387,28,11
"1426",-78.53125,40.10416667,1426,1426,388,28,11
"1427",-78.65625,40.14583333,1427,1427,389,28,11
"1428",-78.71875,40.02083333,1428,1428,387,28,11
"1429",-78.59375,40.14583333,1429,1429,388,28,11
"1430",-78.53125,40.0625,1430,1430,390,28,11
"1431",-78.59375,40.0625,1431,1431,390,28,11
"1432",-78.59375,40.02083333,1432,1432,390,28,11
"1433",-78.53125,40.02083333,1433,1433,390,28,11
"1434",-78.71875,40.0625,1434,1434,387,28,11
"1435",-78.65625,40.02083333,1435,1435,387,28,11
"1436",-78.53125,40.27083333,1436,1436,391,28,11
"1437",-78.59375,40.3125,1437,1437,391,28,11
"1438",-78.53125,40.3125,1438,1438,391,28,11
"1439",-78.59375,40.10416667,1439,1439,388,28,11
"1440",-78.53125,40.14583333,1440,1440,388,28,11
"1441",-78.71875,40.14583333,1441,1441,389,28,11
"1442",-78.65625,40.10416667,1442,1442,389,28,11
"1443",-78.71875,40.10416667,1443,1443,389,28,11
"1444",-78.84375,40.0625,1444,1444,392,28,11
"1445",-78.84375,40.02083333,1445,1445,392,28,11
"1446",-78.96875,40.02083333,1446,1446,393,28,11
"1447",-78.46875,40.3125,1447,1447,378,27,11
"1448",-78.40625,40.3125,1448,1448,378,27,11
"1449",-78.40625,40.22916667,1449,1449,380,27,11
"1450",-78.40625,40.1875,1450,1450,380,27,11
"1451",-78.21875,40.27083333,1451,1451,382,27,11
"1452",-78.15625,40.3125,1452,1452,382,27,11
"1453",-78.09375,40.22916667,1453,1453,384,27,11
"1454",-78.15625,40.1875,1454,1454,394,27,11
"1455",-78.21875,40.1875,1455,1455,394,27,11
"1456",-78.21875,40.22916667,1456,1456,394,27,11
"1457",-78.15625,40.22916667,1457,1457,394,27,11
"1458",-78.03125,40.1875,1458,1458,384,27,11
"1459",-78.09375,40.1875,1459,1459,384,27,11
"1460",-78.40625,40.27083333,1460,1460,378,27,11
"1461",-78.34375,40.1875,1461,1461,379,27,11
"1462",-78.96875,40.27083333,1462,1462,395,28,11
"1463",-78.90625,40.27083333,1463,1463,395,28,11
"1464",-78.90625,40.1875,1464,1464,396,28,11
"1465",-78.96875,40.22916667,1465,1465,396,28,11
"1466",-78.90625,40.22916667,1466,1466,396,28,11
"1467",-78.59375,40.22916667,1467,1467,397,28,11
"1468",-78.59375,40.1875,1468,1468,397,28,11
"1469",-78.53125,40.22916667,1469,1469,397,28,11
"1470",-78.53125,40.1875,1470,1470,397,28,11
"1471",-78.71875,40.1875,1471,1471,398,28,11
"1472",-78.65625,40.1875,1472,1472,398,28,11
"1473",-78.71875,40.22916667,1473,1473,398,28,11
"1474",-78.65625,40.22916667,1474,1474,398,28,11
"1475",-78.65625,40.27083333,1475,1475,399,28,11
"1476",-78.59375,40.27083333,1476,1476,391,28,11
"1477",-78.65625,40.3125,1477,1477,399,28,11
"1478",-78.71875,40.3125,1478,1478,399,28,11
"1479",-78.71875,40.27083333,1479,1479,399,28,11
"1480",-78.84375,40.22916667,1480,1480,400,28,11
"1481",-78.84375,40.1875,1481,1481,400,28,11
"1482",-78.78125,40.1875,1482,1482,400,28,11
"1483",-78.96875,40.1875,1483,1483,396,28,11
"1484",-78.78125,40.22916667,1484,1484,400,28,11
"1485",-78.84375,40.3125,1485,1485,401,28,11
"1486",-78.78125,40.3125,1486,1486,401,28,11
"1487",-78.84375,40.27083333,1487,1487,401,28,11
"1488",-78.78125,40.27083333,1488,1488,401,28,11
"1489",-78.03125,40.39583333,1489,1489,402,29,11
"1490",-78.09375,40.39583333,1490,1490,402,29,11
"1491",-78.15625,40.35416667,1491,1491,403,29,11
"1492",-78.21875,40.39583333,1492,1492,403,29,11
"1493",-78.21875,40.35416667,1493,1493,403,29,11
"1494",-78.28125,40.47916667,1494,1494,404,29,11
"1495",-78.46875,40.47916667,1495,1495,405,29,11
"1496",-78.34375,40.4375,1496,1496,404,29,11
"1497",-78.28125,40.4375,1497,1497,404,29,11
"1498",-78.34375,40.47916667,1498,1498,404,29,11
"1499",-78.28125,40.35416667,1499,1499,406,29,11
"1500",-78.34375,40.39583333,1500,1500,406,29,11
"1501",-78.28125,40.39583333,1501,1501,406,29,11
"1502",-78.34375,40.35416667,1502,1502,406,29,11
"1503",-78.40625,40.35416667,1503,1503,407,29,11
"1504",-78.40625,40.39583333,1504,1504,407,29,11
"1505",-78.03125,40.5625,1505,1505,408,29,11
"1506",-78.03125,40.64583333,1506,1506,409,29,11
"1507",-78.09375,40.60416667,1507,1507,409,29,11
"1508",-78.09375,40.64583333,1508,1508,409,29,11
"1509",-78.03125,40.60416667,1509,1509,409,29,11
"1510",-78.46875,40.64583333,1510,1510,410,29,11
"1511",-78.40625,40.60416667,1511,1511,410,29,11
"1512",-78.40625,40.64583333,1512,1512,410,29,11
"1513",-78.40625,40.52083333,1513,1513,411,29,11
"1514",-78.34375,40.60416667,1514,1514,412,29,11
"1515",-78.28125,40.64583333,1515,1515,412,29,11
"1516",-78.28125,40.60416667,1516,1516,412,29,11
"1517",-78.28125,40.52083333,1517,1517,413,29,11
"1518",-78.34375,40.5625,1518,1518,413,29,11
"1519",-78.28125,40.5625,1519,1519,413,29,11
"1520",-78.34375,40.52083333,1520,1520,413,29,11
"1521",-78.34375,40.64583333,1521,1521,412,29,11
"1522",-78.46875,40.60416667,1522,1522,410,29,11
"1523",-78.40625,40.5625,1523,1523,411,29,11
"1524",-78.46875,40.5625,1524,1524,411,29,11
"1525",-78.46875,40.52083333,1525,1525,411,29,11
"1526",-78.59375,40.47916667,1526,1526,414,30,11
"1527",-78.71875,40.4375,1527,1527,415,30,11
"1528",-78.59375,40.4375,1528,1528,414,30,11
"1529",-78.59375,40.35416667,1529,1529,416,30,11
"1530",-78.71875,40.47916667,1530,1530,415,30,11
"1531",-78.53125,40.4375,1531,1531,414,30,11
"1532",-78.65625,40.4375,1532,1532,415,30,11
"1533",-78.65625,40.39583333,1533,1533,417,30,11
"1534",-78.59375,40.39583333,1534,1534,416,30,11
"1535",-78.65625,40.47916667,1535,1535,415,30,11
"1536",-78.53125,40.47916667,1536,1536,414,30,11
"1537",-78.59375,40.60416667,1537,1537,418,30,11
"1538",-78.53125,40.64583333,1538,1538,418,30,11
"1539",-78.71875,40.64583333,1539,1539,419,30,11
"1540",-78.65625,40.60416667,1540,1540,419,30,11
"1541",-78.65625,40.64583333,1541,1541,419,30,11
"1542",-78.71875,40.60416667,1542,1542,419,30,11
"1543",-78.71875,40.52083333,1543,1543,420,30,11
"1544",-78.65625,40.5625,1544,1544,420,30,11
"1545",-78.65625,40.52083333,1545,1545,420,30,11
"1546",-78.59375,40.64583333,1546,1546,418,30,11
"1547",-78.59375,40.5625,1547,1547,421,30,11
"1548",-78.53125,40.52083333,1548,1548,421,30,11
"1549",-78.53125,40.60416667,1549,1549,418,30,11
"1550",-78.59375,40.52083333,1550,1550,421,30,11
"1551",-78.71875,40.5625,1551,1551,420,30,11
"1552",-78.53125,40.5625,1552,1552,421,30,11
"1553",-78.96875,40.60416667,1553,1553,422,30,11
"1554",-78.78125,40.60416667,1554,1554,423,30,11
"1555",-78.96875,40.64583333,1555,1555,422,30,11
"1556",-78.84375,40.60416667,1556,1556,423,30,11
"1557",-78.78125,40.64583333,1557,1557,423,30,11
"1558",-78.84375,40.64583333,1558,1558,423,30,11
"1559",-78.84375,40.5625,1559,1559,424,30,11
"1560",-78.78125,40.52083333,1560,1560,424,30,11
"1561",-78.84375,40.52083333,1561,1561,424,30,11
"1562",-78.71875,40.35416667,1562,1562,417,30,11
"1563",-78.53125,40.35416667,1563,1563,416,30,11
"1564",-78.53125,40.39583333,1564,1564,416,30,11
"1565",-78.71875,40.39583333,1565,1565,417,30,11
"1566",-78.65625,40.35416667,1566,1566,417,30,11
"1567",-78.78125,40.4375,1567,1567,425,30,11
"1568",-78.78125,40.02083333,1568,1568,392,28,11
"1569",-78.78125,40.0625,1569,1569,392,28,11
"1570",-78.96875,40.0625,1570,1570,393,28,11
"1571",-78.84375,40.14583333,1571,1571,426,28,11
"1572",-78.84375,40.10416667,1572,1572,426,28,11
"1573",-78.78125,40.10416667,1573,1573,426,28,11
"1574",-78.78125,40.14583333,1574,1574,426,28,11
"1575",-78.96875,40.14583333,1575,1575,427,28,11
"1576",-78.96875,40.10416667,1576,1576,427,28,11
"1577",-78.90625,40.0625,1577,1577,393,28,11
"1578",-78.90625,40.02083333,1578,1578,393,28,11
"1579",-78.90625,40.10416667,1579,1579,427,28,11
"1580",-78.90625,40.14583333,1580,1580,427,28,11
"1581",-78.96875,40.3125,1581,1581,395,28,11
"1582",-78.90625,40.3125,1582,1582,395,28,11
"1583",-78.09375,40.47916667,1583,1583,428,29,11
"1584",-78.03125,40.47916667,1584,1584,428,29,11
"1585",-78.03125,40.35416667,1585,1585,402,29,11
"1586",-78.46875,40.4375,1586,1586,405,29,11
"1587",-78.40625,40.47916667,1587,1587,405,29,11
"1588",-78.40625,40.4375,1588,1588,405,29,11
"1589",-78.46875,40.35416667,1589,1589,407,29,11
"1590",-78.46875,40.39583333,1590,1590,407,29,11
"1591",-78.21875,40.60416667,1591,1591,429,29,11
"1592",-78.15625,40.64583333,1592,1592,429,29,11
"1593",-78.15625,40.60416667,1593,1593,429,29,11
"1594",-78.21875,40.64583333,1594,1594,429,29,11
"1595",-78.21875,40.52083333,1595,1595,430,29,11
"1596",-78.21875,40.5625,1596,1596,430,29,11
"1597",-78.15625,40.5625,1597,1597,430,29,11
"1598",-78.09375,40.52083333,1598,1598,408,29,11
"1599",-78.15625,40.52083333,1599,1599,430,29,11
"1600",-78.03125,40.52083333,1600,1600,408,29,11
"1601",-78.09375,40.5625,1601,1601,408,29,11
"1602",-78.03125,40.4375,1602,1602,428,29,11
"1603",-78.09375,40.4375,1603,1603,428,29,11
"1604",-78.15625,40.47916667,1604,1604,431,29,11
"1605",-78.21875,40.47916667,1605,1605,431,29,11
"1606",-78.21875,40.4375,1606,1606,431,29,11
"1607",-78.15625,40.4375,1607,1607,431,29,11
"1608",-78.15625,40.39583333,1608,1608,403,29,11
"1609",-78.09375,40.35416667,1609,1609,402,29,11
"1610",-78.84375,40.35416667,1610,1610,432,30,11
"1611",-78.78125,40.39583333,1611,1611,432,30,11
"1612",-78.84375,40.39583333,1612,1612,432,30,11
"1613",-78.78125,40.35416667,1613,1613,432,30,11
"1614",-78.96875,40.35416667,1614,1614,433,30,11
"1615",-78.96875,40.39583333,1615,1615,433,30,11
"1616",-78.90625,40.39583333,1616,1616,433,30,11
"1617",-78.90625,40.35416667,1617,1617,433,30,11
"1618",-78.90625,40.47916667,1618,1618,434,30,11
"1619",-78.90625,40.4375,1619,1619,434,30,11
"1620",-78.96875,40.4375,1620,1620,434,30,11
"1621",-78.78125,40.47916667,1621,1621,425,30,11
"1622",-78.96875,40.47916667,1622,1622,434,30,11
"1623",-78.84375,40.4375,1623,1623,425,30,11
"1624",-78.90625,40.60416667,1624,1624,422,30,11
"1625",-78.90625,40.52083333,1625,1625,435,30,11
"1626",-78.90625,40.5625,1626,1626,435,30,11
"1627",-78.78125,40.5625,1627,1627,424,30,11
"1628",-78.96875,40.5625,1628,1628,435,30,11
"1629",-78.96875,40.52083333,1629,1629,435,30,11
"1630",-78.90625,40.64583333,1630,1630,422,30,11
"1631",-78.84375,40.47916667,1631,1631,425,30,11
"1632",-79.09375,40.1875,1632,1632,436,31,12
"1633",-79.09375,40.22916667,1633,1633,436,31,12
"1634",-79.15625,40.1875,1634,1634,437,31,12
"1635",-79.15625,40.22916667,1635,1635,437,31,12
"1636",-79.03125,40.22916667,1636,1636,436,31,12
"1637",-79.21875,40.1875,1637,1637,437,31,12
"1638",-79.09375,40.27083333,1638,1638,438,31,12
"1639",-79.09375,40.3125,1639,1639,438,31,12
"1640",-79.03125,40.3125,1640,1640,438,31,12
"1641",-79.28125,40.10416667,1641,1641,439,31,12
"1642",-79.34375,40.14583333,1642,1642,439,31,12
"1643",-79.28125,40.14583333,1643,1643,439,31,12
"1644",-79.40625,40.14583333,1644,1644,440,31,12
"1645",-79.40625,40.10416667,1645,1645,440,31,12
"1646",-79.46875,40.14583333,1646,1646,440,31,12
"1647",-79.46875,40.10416667,1647,1647,440,31,12
"1648",-79.46875,40.02083333,1648,1648,441,31,12
"1649",-79.21875,40.22916667,1649,1649,437,31,12
"1650",-79.28125,40.0625,1650,1650,442,31,12
"1651",-79.34375,40.02083333,1651,1651,442,31,12
"1652",-79.34375,40.0625,1652,1652,442,31,12
"1653",-79.34375,40.10416667,1653,1653,439,31,12
"1654",-79.03125,40.14583333,1654,1654,443,31,12
"1655",-79.03125,40.10416667,1655,1655,443,31,12
"1656",-79.21875,40.0625,1656,1656,444,31,12
"1657",-79.09375,40.10416667,1657,1657,443,31,12
"1658",-79.21875,40.10416667,1658,1658,445,31,12
"1659",-79.21875,40.14583333,1659,1659,445,31,12
"1660",-79.09375,40.14583333,1660,1660,443,31,12
"1661",-79.15625,40.10416667,1661,1661,445,31,12
"1662",-79.15625,40.14583333,1662,1662,445,31,12
"1663",-79.09375,40.0625,1663,1663,446,31,12
"1664",-79.03125,40.0625,1664,1664,446,31,12
"1665",-79.09375,40.02083333,1665,1665,446,31,12
"1666",-79.21875,40.02083333,1666,1666,444,31,12
"1667",-79.15625,40.02083333,1667,1667,444,31,12
"1668",-79.03125,40.02083333,1668,1668,446,31,12
"1669",-79.15625,40.0625,1669,1669,444,31,12
"1670",-79.03125,40.1875,1670,1670,436,31,12
"1671",-79.15625,40.3125,1671,1671,447,31,12
"1672",-79.21875,40.3125,1672,1672,447,31,12
"1673",-79.40625,40.27083333,1673,1673,448,31,12
"1674",-79.59375,40.14583333,1674,1674,449,32,12
"1675",-79.59375,40.02083333,1675,1675,450,32,12
"1676",-79.53125,40.02083333,1676,1676,450,32,12
"1677",-79.65625,40.02083333,1677,1677,451,32,12
"1678",-79.59375,40.0625,1678,1678,450,32,12
"1679",-79.71875,40.02083333,1679,1679,451,32,12
"1680",-79.71875,40.0625,1680,1680,451,32,12
"1681",-79.53125,40.0625,1681,1681,450,32,12
"1682",-79.78125,40.10416667,1682,1682,452,32,12
"1683",-79.78125,40.0625,1683,1683,453,32,12
"1684",-79.84375,40.0625,1684,1684,453,32,12
"1685",-79.84375,40.02083333,1685,1685,453,32,12
"1686",-79.78125,40.02083333,1686,1686,453,32,12
"1687",-79.90625,40.02083333,1687,1687,454,32,12
"1688",-79.96875,40.02083333,1688,1688,454,32,12
"1689",-79.28125,40.02083333,1689,1689,442,31,12
"1690",-79.46875,40.0625,1690,1690,441,31,12
"1691",-79.40625,40.0625,1691,1691,441,31,12
"1692",-79.40625,40.02083333,1692,1692,441,31,12
"1693",-79.46875,40.27083333,1693,1693,448,31,12
"1694",-79.40625,40.22916667,1694,1694,455,31,12
"1695",-79.40625,40.1875,1695,1695,455,31,12
"1696",-79.46875,40.1875,1696,1696,455,31,12
"1697",-79.46875,40.22916667,1697,1697,455,31,12
"1698",-79.34375,40.1875,1698,1698,456,31,12
"1699",-79.34375,40.22916667,1699,1699,456,31,12
"1700",-79.28125,40.22916667,1700,1700,456,31,12
"1701",-79.28125,40.1875,1701,1701,456,31,12
"1702",-79.34375,40.3125,1702,1702,457,31,12
"1703",-79.28125,40.3125,1703,1703,457,31,12
"1704",-79.34375,40.27083333,1704,1704,457,31,12
"1705",-79.28125,40.27083333,1705,1705,457,31,12
"1706",-79.40625,40.3125,1706,1706,448,31,12
"1707",-79.46875,40.3125,1707,1707,448,31,12
"1708",-79.03125,40.27083333,1708,1708,438,31,12
"1709",-79.15625,40.27083333,1709,1709,447,31,12
"1710",-79.21875,40.27083333,1710,1710,447,31,12
"1711",-79.59375,40.27083333,1711,1711,458,32,12
"1712",-79.53125,40.27083333,1712,1712,458,32,12
"1713",-79.53125,40.1875,1713,1713,459,32,12
"1714",-79.53125,40.22916667,1714,1714,459,32,12
"1715",-79.59375,40.1875,1715,1715,459,32,12
"1716",-79.59375,40.22916667,1716,1716,459,32,12
"1717",-79.71875,40.22916667,1717,1717,460,32,12
"1718",-79.78125,40.3125,1718,1718,461,32,12
"1719",-79.84375,40.3125,1719,1719,461,32,12
"1720",-79.84375,40.27083333,1720,1720,461,32,12
"1721",-79.84375,40.10416667,1721,1721,452,32,12
"1722",-79.90625,40.10416667,1722,1722,462,32,12
"1723",-79.96875,40.14583333,1723,1723,462,32,12
"1724",-79.90625,40.14583333,1724,1724,462,32,12
"1725",-79.96875,40.22916667,1725,1725,463,32,12
"1726",-79.90625,40.1875,1726,1726,463,32,12
"1727",-79.96875,40.27083333,1727,1727,464,32,12
"1728",-79.78125,40.27083333,1728,1728,461,32,12
"1729",-79.90625,40.27083333,1729,1729,464,32,12
"1730",-79.90625,40.3125,1730,1730,464,32,12
"1731",-79.96875,40.3125,1731,1731,464,32,12
"1732",-79.78125,40.1875,1732,1732,465,32,12
"1733",-79.78125,40.22916667,1733,1733,465,32,12
"1734",-79.84375,40.22916667,1734,1734,465,32,12
"1735",-79.84375,40.1875,1735,1735,465,32,12
"1736",-79.96875,40.1875,1736,1736,463,32,12
"1737",-79.90625,40.22916667,1737,1737,463,32,12
"1738",-79.09375,40.64583333,1738,1738,466,33,12
"1739",-79.15625,40.5625,1739,1739,467,33,12
"1740",-79.15625,40.52083333,1740,1740,467,33,12
"1741",-79.15625,40.60416667,1741,1741,468,33,12
"1742",-79.21875,40.64583333,1742,1742,468,33,12
"1743",-79.03125,40.64583333,1743,1743,466,33,12
"1744",-79.09375,40.60416667,1744,1744,466,33,12
"1745",-79.21875,40.60416667,1745,1745,468,33,12
"1746",-79.15625,40.64583333,1746,1746,468,33,12
"1747",-79.34375,40.5625,1747,1747,469,33,12
"1748",-79.34375,40.52083333,1748,1748,469,33,12
"1749",-79.28125,40.64583333,1749,1749,470,33,12
"1750",-79.34375,40.60416667,1750,1750,470,33,12
"1751",-79.34375,40.64583333,1751,1751,470,33,12
"1752",-79.28125,40.60416667,1752,1752,470,33,12
"1753",-79.46875,40.60416667,1753,1753,471,33,12
"1754",-79.40625,40.64583333,1754,1754,471,33,12
"1755",-79.40625,40.60416667,1755,1755,471,33,12
"1756",-79.46875,40.64583333,1756,1756,471,33,12
"1757",-79.46875,40.5625,1757,1757,472,33,12
"1758",-79.40625,40.52083333,1758,1758,472,33,12
"1759",-79.28125,40.52083333,1759,1759,469,33,12
"1760",-79.40625,40.5625,1760,1760,472,33,12
"1761",-79.46875,40.52083333,1761,1761,472,33,12
"1762",-79.28125,40.5625,1762,1762,469,33,12
"1763",-79.46875,40.47916667,1763,1763,473,33,12
"1764",-79.28125,40.4375,1764,1764,474,33,12
"1765",-79.34375,40.4375,1765,1765,474,33,12
"1766",-79.40625,40.47916667,1766,1766,473,33,12
"1767",-79.09375,40.5625,1767,1767,475,33,12
"1768",-79.46875,40.4375,1768,1768,473,33,12
"1769",-79.40625,40.4375,1769,1769,473,33,12
"1770",-79.40625,40.39583333,1770,1770,476,33,12
"1771",-79.03125,40.5625,1771,1771,475,33,12
"1772",-79.09375,40.52083333,1772,1772,475,33,12
"1773",-79.21875,40.52083333,1773,1773,467,33,12
