"","BBA_ID","Lat1","Lon1","Forest1","Elev1","Lat2","Lon2","Forest2","Elev2","Lat3","Lon3","Forest3","Elev3","Lat4","Lon4","Forest4","Elev4","Centroid_ID","nearest_block_BBA_ID","Cell","eLists","eHours","eKM","eHA","eNumObs","eCount","total.eLists","total.eHours","total.eNumObs","total.eCount"
"331","77B56",40.27083333,-77.40625,0.929664549,245.4787827,40.29166667,-77.4375,0.779758358,295.3913148,40.16666667,-77.25,0.469673585,207.2774573,40.33333333,-77.5,0.50159804,238.8464636,331,331,3772,9,4.81,4.828,0,13,0,6.5,1.6275,7.5,0
"332","78A11",40.47916667,-77.09375,0.207417535,162.585362,40.45833333,-77.0625,0.298812235,163.9134205,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,332,332,3307,0,0,0,0,0,0,0,0,0,0
"333","77A72",40.47916667,-77.15625,0.556503053,151.51091,40.45833333,-77.1875,0.358254786,185.3381496,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,333,333,3309,0,0,0,0,0,0,0.25,0.625,0.25,0
"334","78B12",40.35416667,-77.03125,0.524593531,140.9214554,40.375,-77.0625,0.278765087,150.1021182,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,334,334,3574,0,0,0,0,0,0,0.25,0.0625,0.5,0
"335","77B72",40.35416667,-77.15625,0.058544087,153.1953917,40.375,-77.1875,0.428922043,193.5327317,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,335,335,3578,0,0,0,0,0,0,0,0,0,0
"336","77A63",40.4375,-77.34375,0.177323598,207.2105774,40.45833333,-77.3125,0.497794294,213.1694896,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,336,336,3404,0,0,0,0,0,0,3.75,0.375,3.75,0
"337","77A51",40.47916667,-77.46875,0.471969956,152.4157959,40.45833333,-77.4375,0.270478405,233.2392038,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,337,337,3319,0,0,0,0,0,0,2,0.2,2,0
"338","77A66",40.39583333,-77.28125,0.699672221,221.8067413,40.375,-77.3125,0.608545745,212.7548774,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,338,338,3492,0,0,0,0,0,0,4,0.4,4,0
"339","77B52",40.35416667,-77.40625,0.732930699,221.9353834,40.375,-77.4375,0.630643919,255.3300312,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,339,339,3587,7,0.7,0,0,7,0,1.75,0.175,1.75,0
"340","63D76",40.52083333,-77.15625,0.524484624,152.9392351,40.54166667,-77.1875,0.51463047,171.5439371,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,340,340,3221,0,0,0,0,0,0,0.25,0.025,0.25,0
"341","64D11",40.60416667,-77.09375,0.532854776,213.6457947,40.625,-77.0625,0.500132563,207.33744,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,341,341,3043,0,0,0,0,0,0,3.5,1.43,3.5,0
"342","64D16",40.52083333,-77.03125,0.4707687,165.6258221,40.54166667,-77.0625,0.655529933,186.7994905,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,342,342,3217,0,0,0,0,0,0,0,0,0,0
"343","63C66",40.64583333,-77.28125,0.3955267,235.8100891,40.625,-77.3125,0.622388712,219.5078401,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,343,343,2963,3,0.55,1.528,0,6,0,3,0.585,4.75,0
"344","63D52",40.60416667,-77.40625,0.926221709,156.713398,40.625,-77.4375,0.559286799,213.4676934,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,344,344,3053,1,0.42,0,0,2,0,3.25,1.75,4.75,0
"345","63D55",40.52083333,-77.46875,0.584990094,187.2501297,40.54166667,-77.4375,0.586832551,169.6075573,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,345,345,3231,7,0.7,0,0,7,0,5.75,0.575,5.75,0
"346","63D64",40.5625,-77.28125,0.604427509,179.830349,40.54166667,-77.3125,0.67001501,162.1916688,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,346,346,3137,12,3.49,0.08,0,16,0,7.25,2.335,8.25,0
"347","63C76",40.64583333,-77.15625,0.329572103,231.3755689,40.625,-77.1875,0.588731632,213.0268274,40.5,-77.25,0.504360261,196.9289048,40.33333333,-77.5,0.50159804,238.8464636,347,347,2959,2,0.2,0,0,2,0,0.75,0.07,0.75,0
"348","76A23",40.4375,-77.84375,0.347264022,234.1349858,40.45833333,-77.8125,0.476112562,240.6366468,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,348,348,3420,0,0,0,0,0,0,0.25,0.125,0.25,0
"349","76A12",40.47916667,-77.90625,0.613295944,304.7447684,40.45833333,-77.9375,0.466877184,293.1156231,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,349,349,3333,14,1.4,0,0,14,0,10.75,1.175,10.75,0
"350","62C45",40.64583333,-77.59375,0.797096452,187.8161403,40.625,-77.5625,0.769320734,185.9282268,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,350,350,2973,0,0,0,0,0,0,0,0,0,0
"351","63D44",40.5625,-77.53125,0.419148647,182.1610138,40.54166667,-77.5625,0.537276054,224.3888752,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,351,351,3145,0,0,0,0,0,0,0,0,0,0
"352","76A41",40.47916667,-77.59375,0.371486218,303.8717194,40.45833333,-77.5625,0.326755485,215.3923104,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,352,352,3323,0,0,0,0,0,0,0,0,0,0
"353","76A45",40.39583333,-77.59375,0.343969085,222.8943634,40.375,-77.5625,0.425641169,272.1430147,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,353,353,3502,0,0,0,0,0,0,0.25,0.625,0.25,0
"354","76B31",40.35416667,-77.71875,0.477835545,290.3310738,40.375,-77.6875,0.318650597,280.2905005,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,354,354,3598,0,0,0,0,0,0,5.75,0.575,5.75,0
"355","76A32",40.47916667,-77.65625,0.143917117,393.8118642,40.45833333,-77.6875,0.264540905,330.0980048,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,355,355,3325,0,0,0,0,0,0,0,0,0,0
"356","76A26",40.39583333,-77.78125,0.252487605,270.7755076,40.375,-77.8125,0.338510223,232.8295864,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,356,356,3508,0,0,0,0,0,0,0.25,0.125,0.25,0
"357","76B11",40.35416667,-77.96875,0.465825123,263.8802294,40.375,-77.9375,0.385606724,255.7370146,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,357,357,3606,10,1,0,0,10,0,5,0.5,5,0
"358","62C36",40.64583333,-77.65625,0.42220919,252.8342514,40.625,-77.6875,0.62106408,266.0342894,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,358,358,2975,0,0,0,0,0,0,0,0,0,0
"359","62D13",40.5625,-77.96875,0.351514528,270.0826351,40.54166667,-77.9375,0.38065245,290.2080586,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,359,359,3159,14,1.4,0,0,14,0,7,0.7,7,0
"360","62D26",40.52083333,-77.78125,0.63836919,277.3113003,40.54166667,-77.8125,0.514621725,311.8406301,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,360,360,3241,0,0,0,0,0,0,0,0,0,0
"361","62D35",40.52083333,-77.71875,0.616658632,179.3117523,40.54166667,-77.6875,0.492201706,208.3388562,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,361,361,3239,0,0,0,0,0,0,0.25,0.125,0.25,0
"362","76D43",40.0625,-77.59375,0.667747108,198.5785351,40.04166667,-77.5625,0.363467559,208.6737509,40.16666667,-77.75,0.577903907,289.1796752,40.33333333,-77.5,0.50159804,238.8464636,362,362,4241,8,0.8,0,0,8,0,6,0.6,6,0
"363","76C43",40.1875,-77.59375,0.844796334,NA,40.20833333,-77.5625,0.674763452,407.5146117,40.16666667,-77.75,0.577903907,289.1796752,40.33333333,-77.5,0.50159804,238.8464636,363,363,3967,0,0,0,0,0,0,2.75,0.575,4,0
"364","76B45",40.27083333,-77.59375,0.761085849,369.49366,40.29166667,-77.5625,0.766227205,353.4130745,40.16666667,-77.75,0.577903907,289.1796752,40.33333333,-77.5,0.50159804,238.8464636,364,364,3779,3,5.55,0,0,5,0,3,1.67,3.75,0
"365","76B35",40.27083333,-77.71875,0.342668582,252.5609264,40.29166667,-77.6875,0.526102422,297.1038532,40.16666667,-77.75,0.577903907,289.1796752,40.33333333,-77.5,0.50159804,238.8464636,365,365,3783,1,0.1,0,0,1,0,0.25,0.025,0.25,0
"366","76C32",40.22916667,-77.65625,0.570905858,436.7199969,40.20833333,-77.6875,0.571180375,338.2590026,40.16666667,-77.75,0.577903907,289.1796752,40.33333333,-77.5,0.50159804,238.8464636,366,366,3875,0,0,0,0,0,0,2.25,3.9625,1,0
"367","76C23",40.1875,-77.84375,0.548652899,306.8678551,40.20833333,-77.8125,0.590168058,302.9724089,40.16666667,-77.75,0.577903907,289.1796752,40.33333333,-77.5,0.50159804,238.8464636,367,367,3975,8,0.8,0,0,8,0,7.25,0.725,7.25,0
"368","76C13",40.1875,-77.96875,0.772595151,248.6452441,40.20833333,-77.9375,0.780266289,238.8949307,40.16666667,-77.75,0.577903907,289.1796752,40.33333333,-77.5,0.50159804,238.8464636,368,368,3979,8,0.8,0,0,8,0,4.25,0.425,4.25,0
"369","76B13",40.3125,-77.96875,0.586685824,360.629125,40.29166667,-77.9375,0.342001244,295.3947508,40.16666667,-77.75,0.577903907,289.1796752,40.33333333,-77.5,0.50159804,238.8464636,369,369,3698,5,0.5,0,0,5,0,3.75,0.375,3.75,0
"370","62C26",40.64583333,-77.78125,0.751353775,333.1138916,40.625,-77.8125,0.608601843,320.1613515,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,370,370,2979,2,4,6.438,0,7,0,0.5,1,1.75,0
"371","62D11",40.60416667,-77.96875,0.227858956,324.9951804,40.625,-77.9375,0.344837087,297.7661067,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,371,371,3071,14,1.4,0,0,14,0,3.5,0.35,3.5,0
"372","75D73",40.0625,-78.09375,0.594317366,407.2921906,40.04166667,-78.0625,0.612039849,343.2384744,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,372,372,4250,0,0,0,0,0,0,0,0,0,0
"373","75D61",40.10416667,-78.21875,0.825113652,487.2564468,40.125,-78.1875,0.66521724,479.0726886,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,373,373,4156,0,0,0,0,0,0,4.75,0.475,4.75,0
"374","75D64",40.0625,-78.15625,0.475221451,384.4116908,40.04166667,-78.1875,0.394080888,472.4321991,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,374,374,4248,7,0.7,0,0,7,0,3.75,0.475,3.75,0
"375","75D55",40.02083333,-78.34375,0.845716843,345.2323875,40.04166667,-78.3125,0.69207851,354.1663828,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,375,375,4331,0,0,0,0,0,0,0,0,0,0
"376","74D43",40.0625,-78.46875,0.68219976,352.8197708,40.04166667,-78.4375,0.694080624,349.8651848,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,376,376,4238,0,0,0,0,0,0,1,1.165,3.5,0
"377","75B55",40.27083333,-78.34375,0.657330685,435.8119965,40.29166667,-78.3125,0.578597344,424.4990149,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,377,377,3780,8,0.8,0,0,8,0,6,0.6,6,0
"378","74B45",40.27083333,-78.46875,0.408763876,372.9040222,40.29166667,-78.4375,0.279896119,408.5889511,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,378,378,3776,0,0,0,0,0,0,0,0,0,0
"379","75C52",40.22916667,-78.28125,0.606496711,421.2071457,40.20833333,-78.3125,0.554705369,411.3447557,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,379,379,3876,8,0.8,0,0,8,0,2,0.2,2,0
"380","74C41",40.22916667,-78.46875,0.843916975,439.1754913,40.20833333,-78.4375,0.667684932,435.6181078,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,380,380,3870,0,0,0,0,0,0,0,0,0,0
"381","75B75",40.27083333,-78.09375,0.485095594,358.9086876,40.29166667,-78.0625,0.639694366,382.0731897,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,381,381,3788,0,0,0,0,0,0,4,0.4,4,0
"382","75B63",40.3125,-78.21875,0.549969176,281.8682534,40.29166667,-78.1875,0.713542223,327.093123,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,382,382,3691,0,0,0,0,0,0,5.75,0.575,5.75,0
"383","75D72",40.10416667,-78.03125,0.642927997,295.0211334,40.125,-78.0625,0.626232038,327.453208,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,383,383,4162,0,0,0,0,0,0,0,0,0,0
"384","75C72",40.22916667,-78.03125,0.58015084,320.0239127,40.20833333,-78.0625,0.494787897,385.4281838,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,384,384,3884,0,0,0,0,0,0,1.75,0.175,1.75,0
"385","75C56",40.14583333,-78.28125,0.805352132,328.2585831,40.125,-78.3125,0.717212329,320.3973408,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,385,385,4063,0,0,0,0,0,0,0,0,0,0
"386","75D42",40.10416667,-78.40625,0.694313692,371.9203186,40.125,-78.4375,0.713770248,384.4052115,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,386,386,4150,0,0,0,0,0,0,0,0,0,0
"387","74D24",40.0625,-78.65625,0.980792276,404.0604744,40.04166667,-78.6875,0.707330729,448.131403,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,387,387,4232,0,0,0,0,0,0,2.5,0.7425,2.5,0
"388","74D32",40.10416667,-78.53125,0.476966812,360.3209359,40.125,-78.5625,0.650259103,362.3100773,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,388,388,4145,0,0,0,0,0,0,0,0,0,0
"389","74C26",40.14583333,-78.65625,0.303173624,425.4407692,40.125,-78.6875,0.556602598,563.6606617,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,389,389,4050,0,0,0,0,0,0,0.5,1,0.75,0
"390","74D34",40.0625,-78.53125,0.59738123,370.2905312,40.04166667,-78.5625,0.57432964,395.8865479,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,390,390,4236,0,0,0,0,0,0,2,0.2,2,0
"391","74B36",40.27083333,-78.53125,0.19560673,454.5676956,40.29166667,-78.5625,0.410719357,548.8059458,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,391,391,3773,0,0,0,0,0,0,0.5,1.3125,0.5,0.25
"392","74D13",40.0625,-78.84375,0.589045319,742.3601074,40.04166667,-78.8125,0.8040068,730.087807,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,392,392,4226,0,0,0,0,0,0,0,0,0,0
"393","73D75",40.02083333,-78.96875,0.618813414,731.1080061,40.04166667,-78.9375,0.571128327,686.6093101,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,393,393,4311,30,0.6,0,0,30,0,15,0.3,15,0
"394","75C64",40.1875,-78.15625,0.742374392,587.5099449,40.20833333,-78.1875,0.60616225,462.0625762,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,394,394,3974,0,0,0,0,0,0,3.5,0.35,3.5,0
"395","73B75",40.27083333,-78.96875,0.405180706,479.7886009,40.29166667,-78.9375,0.477013991,485.6339072,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,395,395,3758,0,0,0,0,0,0,1.75,0.4,1.75,0.25
"396","73C74",40.1875,-78.90625,0.846032291,568.294136,40.20833333,-78.9375,0.622122466,539.8012472,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,396,396,3948,0,0,0,0,0,0,7.5,0.15,7.5,0
"397","74C31",40.22916667,-78.59375,0.725179856,468.8508708,40.20833333,-78.5625,0.714440123,405.1476022,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,397,397,3865,0,0,0,0,0,0,0,0,0,0
"398","74C23",40.1875,-78.71875,0.227898849,747.5287476,40.20833333,-78.6875,0.302234929,661.9803422,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,398,398,3955,0,0,0,0,0,0,0,0,0,0
"399","74B26",40.27083333,-78.65625,0.457113473,NA,40.29166667,-78.6875,0.466392278,699.5603458,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,399,399,3769,0,0,0,0,0,0,0,0,0,0
"400","74C11",40.22916667,-78.84375,0.266283131,571.1311523,40.20833333,-78.8125,0.40070554,631.2352692,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,400,400,3856,0,0,0,0,0,0,0,0,0,0
"401","74B13",40.3125,-78.84375,0.786782787,617.4986747,40.29166667,-78.8125,0.745362027,634.1693995,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,401,401,3669,3,0.3,0,0,3,0,2,0.3625,2.25,0
"402","75A76",40.39583333,-78.03125,0.275207998,309.2558594,40.375,-78.0625,0.471932071,379.9997706,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,402,402,3513,10,1,0,0,10,0,13,1.3,13,0
"403","75B62",40.35416667,-78.15625,0.728627209,264.8278721,40.375,-78.1875,0.728462257,334.0523874,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,403,403,3601,8,2.7,0,2.0234,7,0,9.25,1.4,9,0
"404","75A52",40.47916667,-78.28125,0.670721261,284.5463649,40.45833333,-78.3125,0.700366958,324.4161808,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,404,404,3326,16,5.9,11.265,0,16,0,6.25,1.7,6.25,0
"405","74A41",40.47916667,-78.46875,0.287361829,431.0528259,40.45833333,-78.4375,0.593636821,381.50055,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,405,405,3320,0,0,0,0,0,0,0.75,0.855,1.25,0
"406","75B52",40.35416667,-78.28125,0.254014998,407.5023727,40.375,-78.3125,0.438415618,390.9684149,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,406,406,3597,8,0.8,0,0,8,0,2.25,0.225,2.25,0
"407","75B42",40.35416667,-78.40625,0.176396069,371.4929962,40.375,-78.4375,0.563157848,384.1205234,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,407,407,3593,0,0,0,0,0,0,0,0,0,0
"408","61D74",40.5625,-78.03125,0.813343432,270.0342598,40.54166667,-78.0625,0.702277718,265.0884419,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,408,408,3158,0,0,0,0,0,0,7,0.8,7,0
"409","61C76",40.64583333,-78.03125,0.435372744,356.756834,40.625,-78.0625,0.536033041,311.9064918,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,409,409,2984,8,93,4.828,6.8797,9,0,2.25,23.75,3,0
"410","60C45",40.64583333,-78.46875,0.503676598,461.9561523,40.625,-78.4375,0.428063024,516.4425277,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,410,410,2970,0,0,0,0,0,0,1.25,0.125,1.25,0.5
"411","61D46",40.52083333,-78.40625,0.666551784,398.9575043,40.54166667,-78.4375,0.460834624,523.2447787,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,411,411,3234,0,0,0,0,0,0,0,0,0,0
"412","61D51",40.60416667,-78.34375,0.289311426,346.8772926,40.625,-78.3125,0.518332682,345.6230579,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,412,412,3060,0,0,0,0,0,0,1.25,0.125,1.25,0
"413","61D56",40.52083333,-78.28125,0.748321339,354.0036112,40.54166667,-78.3125,0.41847446,389.3318278,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,413,413,3238,0,0,0,0,0,0,5.5,2.4625,5.5,0
"414","74A31",40.47916667,-78.59375,0.56138845,623.3803188,40.45833333,-78.5625,0.574430688,615.7342645,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,414,414,3316,0,0,0,0,0,0,0,0,0,0
"415","74A23",40.4375,-78.71875,0.666987422,591.7488174,40.45833333,-78.6875,0.690147812,604.1107995,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,415,415,3401,0,0,0,0,0,0,0,0,0,0
"416","74B31",40.35416667,-78.59375,0.783773598,736.6390503,40.375,-78.5625,0.667506891,663.1564495,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,416,416,3586,0,0,0,0,0,0,0,0,0,0
"417","74A26",40.39583333,-78.65625,0.627328339,544.6826215,40.375,-78.6875,0.694136076,581.1737405,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,417,417,3493,0,0,0,0,0,0,0,0,0,0
"418","60D31",40.60416667,-78.59375,0.515604502,562.0451355,40.625,-78.5625,0.511750296,509.4457808,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,418,418,3052,0,0,0,0,0,0,1,1.3125,2.75,0
"419","60C25",40.64583333,-78.71875,0.576598854,580.6780014,40.625,-78.6875,0.544286483,582.9106016,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,419,419,2962,0,0,0,0,0,0,0,0,0,0
"420","60D25",40.52083333,-78.71875,0.386876423,640.0953522,40.54166667,-78.6875,0.501614788,611.3007469,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,420,420,3224,0,0,0,0,0,0,0,0,0,0
"421","60D33",40.5625,-78.59375,0.50740089,559.2967224,40.54166667,-78.5625,0.511952779,601.5858469,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,421,421,3140,0,0,0,0,0,0,0,0,0,0
"422","59D71",40.60416667,-78.96875,0.46279561,489.7103577,40.625,-78.9375,0.597776754,498.5200987,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,422,422,3040,0,0,0,0,0,0,0,0,0,0
"423","60D12",40.60416667,-78.78125,0.670706025,544.2006912,40.625,-78.8125,0.653599049,544.2269793,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,423,423,3046,8,0.8,0,0,8,0,2,0.2,2,0
"424","60D13",40.5625,-78.84375,0.630058003,540.189003,40.54166667,-78.8125,0.654278914,594.7879539,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,424,424,3132,1,0.25,0,0,1,0,0.25,0.0625,0.25,0
"425","74A14",40.4375,-78.78125,0.536933283,640.624794,40.45833333,-78.8125,0.51141594,598.0161793,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,425,425,3399,0,0,0,0,0,0,0.5,0.05,0.5,0
"426","74C15",40.14583333,-78.84375,0.247156755,680.4692261,40.125,-78.8125,0.493834269,728.9511806,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,426,426,4043,0,0,0,0,0,0,0,0,0,0
"427","73C75",40.14583333,-78.96875,0.6762674,516.911676,40.125,-78.9375,0.710120478,579.3475418,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,427,427,4039,30,0.6,0,0,30,0,30,0.6,30,0
"428","75A71",40.47916667,-78.09375,0.246107415,247.4620449,40.45833333,-78.0625,0.538240021,252.3912859,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,428,428,3332,8,0.8,0,0,8,0,9.5,1.05,9.5,0
"429","61D61",40.60416667,-78.21875,0.630216224,312.7356949,40.625,-78.1875,0.593518806,302.6560781,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,429,429,3064,0,0,0,0,0,0,2,0.425,2,0
"430","61D65",40.52083333,-78.21875,0.816327234,345.3296852,40.54166667,-78.1875,0.777382722,312.5583342,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,430,430,3240,2,0.55,3.219,0,2,0,3,0.75,3.25,0
"431","75A62",40.47916667,-78.15625,0.413858063,408.7509562,40.45833333,-78.1875,0.647852324,331.8069165,40.5,-78.25,0.569811312,359.131723,40.33333333,-78.5,0.581702335,471.3057967,431,431,3330,5,0.5,0,0,5,0,6.75,0.675,6.75,0
"432","74B11",40.35416667,-78.84375,0.494200412,621.4449539,40.375,-78.8125,0.534242217,574.314395,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,432,432,3577,0,0,0,0,0,0,6.25,3.5,5.75,0
"433","73B71",40.35416667,-78.96875,0.262993263,432.8440285,40.375,-78.9375,0.433840627,458.1624889,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,433,433,3573,0,0,0,0,0,0,0,0,0,0
"434","73A72",40.47916667,-78.90625,0.680480871,478.6008949,40.45833333,-78.9375,0.683946373,517.7331104,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,434,434,3306,0,0,0,0,0,0,0,0,0,0
"435","59D76",40.52083333,-78.90625,0.440662119,532.1663475,40.54166667,-78.9375,0.490657909,550.2904453,40.5,-78.75,0.578473975,569.0918676,40.33333333,-78.5,0.581702335,471.3057967,435,435,3218,0,0,0,0,0,0,0,0,0,0
"436","73C63",40.1875,-79.09375,0.632853561,601.0639771,40.20833333,-79.0625,0.477779531,624.9752602,40.16666667,-79.25,0.504545192,548.2077732,40.33333333,-79.5,0.540282527,394.991188,436,436,3941,30,0.6,0,0,30,0,21.25,1.295,21.5,0
