BBA_ID,point,Latitude,Longitude,elev_metres,Forest,v1,v2,v3,v4,v5
27C71,11,42.23181,-79.81857,220.0395813,0,0,0,0,0,0
27C72,2,42.24051,-79.77729,230.6455078,0.070588235,0,0,0,0,0
27C72,3,42.21917,-79.76144,333.0697937,0.05952381,0,0,0,0,0
27C72,4,42.23342,-79.77642,247.8308563,0,0,0,0,0,0
27C72,6,42.24338,-79.76173,235.749527,0,0,0,0,0,0
27C72,7,42.2391,-79.76788,240.8590393,0.130952381,0,0,0,0,0
27C72,8,42.21977,-79.79584,260.0406799,0,0,0,0,0,0
27C72,9,42.2284,-79.78726,251.8651123,0,0,0,0,0,0
27C72,10,42.22621,-79.80144,248.2781525,0,0,0,0,0,0
27C73,1,42.2052,-79.86358,241.2184906,0.023809524,0,0,0,0,0
27C73,2,42.17605,-79.82234,384.1436157,0.325301205,0,0,0,0,0
27C73,4,42.1994,-79.83584,269.6093445,0.119047619,0,0,0,0,0
27C73,7,42.18948,-79.83324,307.2258606,0,0,0,0,0,0
27C73,8,42.17228,-79.86534,343.6381226,0.369047619,0,0,0,0,0
27C73,9,42.1981,-79.82716,286.4581909,0.180722892,0,0,0,0,0
27C73,10,42.18247,-79.85897,287.6650085,0.083333333,0,0,0,0,0
27C73,11,42.19876,-79.85519,248.3964539,0.011904762,0,0,0,0,0
27C74,1,42.17983,-79.80499,383.5620422,0.085365854,0,0,0,0,0
27C74,2,42.18866,-79.7647,448.5795593,0.939759036,0,0,0,0,0
27C74,3,42.17013,-79.80433,399.5594788,0.166666667,0,0,0,0,0
27C74,4,42.1996,-79.80537,320.8938599,0.380952381,0,0,0,0,0
27C74,5,42.1796,-79.76188,460.6253052,0.228915663,0,0,0,0,0
27C74,6,42.18434,-79.78391,391.0516052,0.333333333,0,0,0,0,0
27C74,7,42.17185,-79.78526,420.5057068,0.154761905,0,0,0,0,0
27C74,8,42.20118,-79.76357,438.4091797,0.024096386,0,0,0,0,0
27C75,1,42.13045,-79.86327,442.5306396,0.220930233,0,0,0,0,0
27C75,2,42.15318,-79.84219,405.3453064,0.481927711,0,0,0,0,0
27C75,3,42.13359,-79.82251,435.5926209,0.05952381,0,0,0,0,0
27C75,5,42.15508,-79.8263,447.9491272,0.05952381,0,0,0,0,0
27C75,7,42.16111,-79.86318,389.1979675,0.023809524,0,0,0,0,0
27C75,9,42.12937,-79.84219,448.3608093,0.047619048,0,0,0,0,0
27C75,10,42.14233,-79.8633,446.8644409,0.072289157,0,0,0,0,0
27C76,1,42.14706,-79.76562,437.289978,0.345238095,0,0,0,0,0
27C76,2,42.15697,-79.79637,437.0739746,0,0,0,0,0,0
27C76,3,42.16065,-79.76597,435.140564,0.107142857,0,0,0,0,0
27C76,4,42.13686,-79.79664,420.0390625,0.523809524,0,0,0,0,0
27C76,5,42.13381,-79.77001,433.9937439,0.69047619,0,0,0,0,0
27C76,9,42.15222,-79.76283,454.1180725,0.313253012,0,0,0,0,0
27C76,10,42.14522,-79.78814,427.2733765,0.372093023,0,0,0,0,0
27C76,11,42.16252,-79.79639,417.8128052,0.25,0,0,0,0,0
27D42,1,42.09429,-80.16296,219.2686615,0,0,0,0,0,0
27D42,2,42.09875,-80.13702,218.2469635,0.071428571,0,0,0,0,0
27D42,3,42.10261,-80.15784,213.0714722,0,0,0,0,0,0
27D42,4,42.11354,-80.13914,204.4793701,0,0,0,0,0,0
27D42,5,42.11522,-80.15341,176.5961456,0.108433735,0,0,0,0,0
27D42,6,42.09374,-80.17818,207.1078186,0,0,0,0,0,0
27D42,7,42.10847,-80.16139,178.1313019,0,0,0,0,0,0
27D42,8,42.09631,-80.14654,218.6804199,0,0,0,0,0,0
27D44,1,42.0617,-80.16163,266.3579102,0.12195122,0,0,0,0,0
27D44,2,42.07137,-80.17327,237.4857178,0,0,0,0,0,0
27D44,3,42.04869,-80.16387,250.7161102,0.392857143,0,0,0,0,0
27D44,4,42.04867,-80.1424,288.4124146,0.119047619,0,0,0,0,0
27D44,5,42.07053,-80.13748,277.2333984,0.13253012,0,0,0,0,0
27D44,6,42.0578,-80.17139,256.3240967,0.035714286,0,0,0,0,0
27D44,8,42.05562,-80.13112,263.5934143,0.94047619,0,0,0,0,0
27D44,9,42.04627,-80.13355,299.5045166,0.035714286,0,0,0,0,0
27D46,2,42.03075,-80.14854,304.4543152,0.457831325,0,0,0,0,0
27D46,3,42.03723,-80.16016,281.0212097,0.388235294,0,0,0,0,0
27D46,4,42.01574,-80.15681,331.5819092,0.202380952,0,0,0,0,0
27D46,5,42.02343,-80.18283,300.4286499,0.488095238,0,0,0,0,0
27D46,6,42.02479,-80.13339,329.6014099,0,0,0,0,0,0
27D46,7,42.03597,-80.13034,318.858551,0.552941176,0,0,0,0,0
27D46,8,42.03822,-80.18244,262.0845947,0.070588235,0,0,0,0,0
27D46,9,42.00815,-80.1478,326.0849915,0.921348315,0,0,0,0,0
27D51,1,42.10891,-80.08625,228.4903259,0.376470588,0,0,0,0,0
27D51,2,42.09938,-80.08266,243.6020813,0,0,0,0,0,0
27D51,3,42.09916,-80.1048,231.8542786,0,0,0,0,0,0
27D51,5,42.0894,-80.1116,246.8147278,0,0,0,0,0,0
27D51,7,42.09364,-80.09865,240.3328705,0,0,0,0,0,0
27D51,9,42.11055,-80.0967,218.7344666,0,0,0,0,0,0
27D51,11,42.11806,-80.0712,218.204361,0,0,0,0,0,0
27D52,1,42.11009,-80.03897,265.1077271,0,0,0,0,0,0
27D52,2,42.12068,-80.04318,238.2826843,0,0,0,0,0,0
27D52,3,42.08805,-80.05389,292.6999207,0.154761905,0,0,0,0,0
27D52,4,42.09612,-80.00584,337.8463745,0.626506024,0,0,0,0,0
27D52,5,42.08852,-80.04127,301.229126,0.19047619,0,0,0,0,0
27D52,6,42.09904,-80.04141,289.4805603,0.348314607,0,0,0,0,0
27D52,7,42.1117,-80.03163,275.8648071,0.178571429,0,0,0,0,0
27D52,8,42.11144,-80.01851,305.3521423,0,0,0,0,0,0
27D53,1,42.0517,-80.10992,314.5397644,0.337349398,0,0,0,0,0
27D53,3,42.07383,-80.11567,286.1036072,0.071428571,0,0,0,0,0
27D53,4,42.0606,-80.07845,302.6551209,0.86746988,0,0,0,0,0
27D53,5,42.06951,-80.10132,274.7024231,0,0,0,0,0,0
27D53,6,42.07905,-80.08768,285.6014404,0,0,0,0,0,0
27D53,7,42.04684,-80.08141,372.4021912,0.072289157,0,0,0,0,0
27D53,8,42.06562,-80.07559,325.9524841,0.226190476,0,0,0,0,0
27D53,9,42.05799,-80.10457,320.3375549,0,0,0,0,0,0
27D54,1,42.08047,-80.03598,340.7948914,0.071428571,0,0,0,0,0
27D54,2,42.05433,-80.02914,376.611969,0.348837209,0,0,0,0,0
27D54,3,42.05994,-80.04752,370.005127,0.845238095,0,0,0,0,0
27D54,4,42.04732,-80.01876,353.6414185,0.488095238,0,0,0,0,0
27D54,5,42.07128,-80.04176,337.4696045,0.047058824,0,0,0,0,0
27D54,6,42.04575,-80.00978,392.3330383,0.297619048,0,0,0,0,0
27D54,7,42.05195,-80.00596,406.8486938,0.047619048,0,0,0,0,0
27D54,8,42.07557,-80.00993,405.89328,0.416666667,0,0,0,0,0
27D55,1,42.02105,-80.07821,419.4720764,0.202380952,0,0,0,0,0
27D55,3,42.00781,-80.06971,386.2038879,0.855421687,0,0,0,0,0
27D55,4,42.02588,-80.08468,405.4099731,0,0,0,0,0,0
27D55,5,42.00823,-80.09217,331.8101196,0,0,0,0,0,0
27D55,6,42.01769,-80.09595,382.9196472,0.08988764,0,0,0,0,0
27D55,7,42.03086,-80.06747,429.2459717,0.5,0,0,0,0,0
27D55,8,42.01579,-80.11483,327.1551514,0.022988506,0,0,0,0,0
27D55,9,42.03677,-80.08965,387.3413391,0.024096386,0,0,0,0,0
27D56,1,42.03639,-80.02457,404.3933411,0.265060241,0,0,0,0,0
27D56,2,42.03186,-80.04426,407.3495483,0.404761905,0,0,0,0,0
27D56,3,42.00438,-80.03405,440.869751,0.204819277,0,0,0,0,0
27D56,5,42.02211,-80.02929,407.946106,0.638554217,0,0,0,0,0
27D56,6,42.03689,-80.05245,406.9573059,0.084337349,0,0,0,0,0
27D56,8,42.01946,-80.01498,374.9604492,0.141176471,0,0,0,0,0
27D56,9,42.02806,-80.03648,406.7183533,0.084337349,0,0,0,0,0
27D56,10,42.02773,-80.02181,385.9631042,0.416666667,0,0,0,0,0
27D61,1,42.10188,-79.97364,386.4776917,0.392857143,0,0,0,0,0
27D61,4,42.09184,-79.94904,441.4155884,0.409638554,0,0,0,0,0
27D61,6,42.0872,-79.94171,429.2943115,0.44047619,0,0,0,0,0
27D61,8,42.10172,-79.94549,416.9322815,0.573033708,0,0,0,0,0
27D61,9,42.11061,-79.9446,391.9389038,0.583333333,0,0,0,0,0
27D61,10,42.09811,-79.98053,369.4100952,0.202380952,0,0,0,0,0
27D61,12,42.11803,-79.98219,329.5794678,0,0,0,0,0,0
27D61,14,42.10173,-79.95459,415.8658142,0.085365854,0,0,0,0,0
27D62,1,42.11282,-79.91747,368.619873,0.072289157,0,0,0,0,0
27D62,2,42.11701,-79.89469,434.9514465,0.107142857,0,0,0,0,0
27D62,3,42.09043,-79.90378,412.297821,0.126436782,0,0,0,0,0
27D62,4,42.10494,-79.8853,457.7695923,0.845238095,0,0,0,0,0
27D62,5,42.11621,-79.92713,371.3114014,0.107142857,0,0,0,0,0
27D62,6,42.08923,-79.88755,451.5079956,0.023809524,0,0,0,0,0
27D62,7,42.11559,-79.88229,452.1537476,0.083333333,0,0,0,0,0
27D62,8,42.09059,-79.91354,398.1451416,0.752941176,0,0,0,0,0
27D63,1,42.06705,-79.96229,411.5318298,0.223529412,0,0,0,0,0
27D63,2,42.05926,-79.9735,416.2524719,0,0,0,0,0,0
27D63,3,42.07766,-79.9864,390.1960754,0.164705882,0,0,0,0,0
27D63,5,42.0487,-79.99413,429.4333496,0.243902439,0,0,0,0,0
27D63,6,42.05151,-79.95849,404.9083862,0.211764706,0,0,0,0,0
27D63,7,42.07862,-79.9548,433.9968262,0.698795181,0,0,0,0,0
27D63,8,42.06392,-79.98261,415.4822388,0.321428571,0,0,0,0,0
27D63,9,42.06657,-79.97628,408.8769531,0,0,0,0,0,0
27D64,1,42.08038,-79.91479,404.2627258,0.43373494,0,0,0,0,0
27D64,3,42.05961,-79.89555,412.4399719,0.297619048,0,0,0,0,0
27D64,4,42.07198,-79.90888,406.3848572,0.482352941,0,0,0,0,0
27D64,5,42.04633,-79.9332,397.1782227,0.361445783,0,0,0,0,0
27D64,6,42.06438,-79.91264,402.588501,0.024390244,0,0,0,0,0
27D64,7,42.07753,-79.93192,430.5565796,0,0,0,0,0,0
27D64,8,42.07278,-79.88779,433.1282043,0.195121951,0,0,0,0,0
27D64,9,42.04871,-79.90599,423.8954773,0,0,0,0,0,0
27D65,1,42.01039,-79.9424,432.1424866,0.16091954,0,0,0,0,0
27D65,2,42.0188,-79.96457,393.8630371,0.023809524,0,0,0,0,0
27D65,3,42.0022,-79.97122,382.8812256,0.240963855,0,0,0,0,0
27D65,4,42.01099,-79.99038,376.1273193,0.214285714,0,0,0,0,0
27D65,5,42.03476,-79.93974,417.3017273,0.178571429,0,0,0,0,0
27D65,6,42.01856,-79.98718,394.0160828,0.023809524,0,0,0,0,0
27D65,7,42.03416,-79.97381,387.8957214,0.380952381,0,0,0,0,0
27D65,8,42.03593,-79.95293,402.6168823,0,0,0,0,0,0
27D66,1,42.01147,-79.90058,400.0499573,0.505882353,0,0,0,0,0
27D66,2,42.0309,-79.88461,462.5973511,0.404761905,0,0,0,0,0
27D66,3,42.03862,-79.93309,410.8586426,0.158536585,0,0,0,0,0
27D66,4,42.00979,-79.92268,457.6546936,0.55952381,0,0,0,0,0
27D66,5,42.02277,-79.9219,440.6708679,0,0,0,0,0,0
27D66,7,42.02809,-79.91154,405.8868103,0.083333333,0,0,0,0,0
27D66,8,42.019,-79.9165,417.2764893,0.626506024,0,0,0,0,0
27D66,9,42.03882,-79.88923,460.2654724,0,0,0,0,0,0
27D71,1,42.10889,-79.84206,433.7090759,0.939759036,0,0,0,0,0
27D71,2,42.11636,-79.8491,456.8692017,0,0,0,0,0,0
27D71,3,42.11771,-79.83075,431.2359619,0.176470588,0,0,0,0,0
27D71,4,42.11363,-79.82455,424.2927551,0.38372093,0,0,0,0,0
27D71,5,42.12094,-79.84216,457.2698669,0.325301205,0,0,0,0,0
27D71,6,42.10199,-79.84511,423.0688477,0.44047619,0,0,0,0,0
27D71,8,42.09629,-79.8269,418.0901184,0.481927711,0,0,0,0,0
27D71,9,42.10677,-79.86327,426.2201538,0.226190476,0,0,0,0,0
27D72,1,42.1163,-79.78185,420.6710205,0,0,0,0,0,0
27D72,2,42.10421,-79.76754,419.2976685,0.457831325,0,0,0,0,0
27D72,3,42.11014,-79.78178,417.2708435,0.518072289,0,0,0,0,0
27D72,4,42.09494,-79.76196,436.5312805,0.172413793,0,0,0,0,0
27D72,5,42.10283,-79.795,445.51474,0.012195122,0,0,0,0,0
27D72,6,42.09626,-79.7859,448.0484619,0.857142857,0,0,0,0,0
27D72,7,42.0908,-79.78157,476.594696,0.761904762,0,0,0,0,0
27D72,8,42.12091,-79.77144,419.6340332,0.08045977,0,0,0,0,0
27D73,1,42.04945,-79.84497,410.1265869,0.590909091,0,0,0,0,0
27D73,2,42.06126,-79.83507,410.7330322,0.130952381,0,0,0,0,0
27D73,3,42.05906,-79.82173,451.7542114,0.084337349,0,0,0,0,0
27D73,4,42.07144,-79.84914,397.8224182,0.12195122,0,0,0,0,0
27D73,5,42.05386,-79.85091,407.3734741,0.583333333,0,0,0,0,0
27D73,6,42.07188,-79.81887,471.8186035,0,0,0,0,0,0
27D73,7,42.04955,-79.82154,441.5019226,0.25,0,0,0,0,0
27D73,8,42.07151,-79.85835,429.2908936,0.048192771,0,0,0,0,0
27D74,1,42.06329,-79.78447,498.3439026,0,0,0,0,0,0
27D74,3,42.04757,-79.79005,509.567749,0.068965517,0,0,0,0,0
27D74,4,42.06113,-79.77148,532.4971313,1,0,0,0,0,0
27D74,5,42.07174,-79.77139,529.2493286,0.94047619,0,0,0,0,0
27D74,6,42.04735,-79.76955,463.4107666,0.746987952,0,0,0,0,0
27D74,7,42.0718,-79.78944,498.2502747,0.445783133,0,0,0,0,0
27D74,8,42.07182,-79.80475,481.2648315,0.964285714,0,0,0,0,0
27D74,9,42.05613,-79.78983,516.536499,0.072289157,0,0,0,0,0
27D75,1,42.02007,-79.85246,490.9275818,0.273809524,0,0,0,0,0
27D75,2,42.00488,-79.82205,418.7756958,0.726190476,0,0,0,0,0
27D75,4,42.00551,-79.84275,470.1105957,0.678571429,0,0,0,0,0
27D75,5,42.02492,-79.86163,467.4065552,0,0,0,0,0,0
27D75,6,42.01316,-79.86391,461.4852295,0,0,0,0,0,0
27D75,7,42.01318,-79.8558,474.0638428,0.036144578,0,0,0,0,0
27D75,8,42.00395,-79.85142,487.4880676,0,0,0,0,0,0
27D75,9,42.03711,-79.85475,466.2556763,0.915662651,0,0,0,0,0
27D76,1,42.02204,-79.76761,415.4011841,0.166666667,0,0,0,0,0
27D76,2,42.02363,-79.78731,440.8641663,0.012048193,0,0,0,0,0
27D76,3,42.02134,-79.77948,406.9356995,0.464285714,0,0,0,0,0
27D76,4,42.0354,-79.78826,509.8575134,0,0,0,0,0,0
27D76,5,42.01725,-79.78735,418.7928467,0.095238095,0,0,0,0,0
27D76,6,42.00983,-79.78181,418.3565063,0.345238095,0,0,0,0,0
27D76,7,42.03856,-79.80542,470.5758362,0.470588235,0,0,0,0,0
27D76,8,42.02874,-79.77354,427.7376099,0.290697674,0,0,0,0,0
28A21,1,41.9703,-80.45554,203.4981842,0.21686747,0,0,0,0,0
28A21,2,41.9867,-80.49323,181.8463135,0.554216867,0,0,0,0,0
28A21,3,41.99454,-80.46399,193.8787842,0.325301205,0,0,0,0,0
28A21,4,41.98313,-80.4808,194.364151,0.698795181,0,0,0,0,0
28A21,5,41.96769,-80.49224,195.5299988,0.204819277,0,0,0,0,0
28A21,6,41.97665,-80.46331,199.5829163,0.578313253,0,0,0,0,0
28A21,7,41.96244,-80.44752,213.6713257,0.231707317,0,0,0,0,0
28A21,8,41.99038,-80.47988,182.6746826,0.547619048,0,0,0,0,0
28A22,1,41.98292,-80.42413,213.1375427,0.081395349,0,0,0,0,0
28A22,2,41.96531,-80.40771,225.9247437,0.011904762,0,0,0,0,0
28A22,3,41.96228,-80.37865,244.4710083,0.178571429,0,0,0,0,0
28A22,4,41.98427,-80.40537,192.6031799,0.819277108,0,0,0,0,0
28A22,5,41.96534,-80.43264,216.5097809,0.470588235,0,0,0,0,0
28A22,6,41.96424,-80.38947,230.2164917,0.785714286,0,0,0,0,0
28A22,7,41.99296,-80.38794,221.4973145,0.060240964,0,0,0,0,0
28A22,8,41.96763,-80.39927,229.2960663,0,0,0,0,0,0
28A23,1,41.9318,-80.45895,251.4846497,0.581395349,0,0,0,0,0
28A23,2,41.95043,-80.47519,212.2565765,0.313253012,0,0,0,0,0
28A23,4,41.93601,-80.48031,226.0888214,0.345238095,0,0,0,0,0
28A23,5,41.9214,-80.47868,264.4971924,0.289156627,0,0,0,0,0
28A23,6,41.92781,-80.48443,242.1318512,0.548780488,0,0,0,0,0
28A23,7,41.9438,-80.47114,218.4547272,0.2,0,0,0,0,0
28A23,8,41.95077,-80.48789,204.6159058,0.127906977,0,0,0,0,0
28A23,9,41.29685,-80.44561,274.9146423,0.069767442,0,0,0,0,0
28A24,3,41.92694,-80.37912,259.6309814,0,0,0,0,0,0
28A24,4,41.92861,-80.42833,261.9407349,0.120481928,0,0,0,0,0
28A24,5,41.92652,-80.40405,271.9005737,0.357142857,0,0,0,0,0
28A24,7,41.95335,-80.43141,225.8878632,0.19047619,0,0,0,0,0
28A24,12,41.95332,-80.386,245.8916931,0.530120482,0,0,0,0,0
28A24,13,41.92092,-80.43051,247.5909882,0.747126437,0,0,0,0,0
28A24,14,41.9529,-80.39373,252.1750183,0,0,0,0,0,0
28A24,15,41.92505,-80.42193,265.4382629,0.360465116,0,0,0,0,0
28A25,1,41.90988,-80.47133,267.7437744,0.395348837,0,0,0,0,0
28A25,2,41.87975,-80.48789,288.4458923,0.385542169,0,0,0,0,0
28A25,4,41.90211,-80.47255,281.0318909,0.25,0,0,0,0,0
28A25,5,41.88832,-80.45546,283.9590759,0.154761905,0,0,0,0,0
28A25,6,41.91341,-80.44986,269.2329102,0.392857143,0,0,0,0,0
28A25,7,41.89589,-80.44266,276.4985046,0.43373494,0,0,0,0,0
28A25,8,41.87938,-80.47211,290.8813782,0.083333333,0,0,0,0,0
28A25,9,41.89048,-80.46634,283.1925659,0.036144578,0,0,0,0,0
28A26,1,41.91053,-80.39565,268.6914063,0.4,0,0,0,0,0
28A26,2,41.90562,-80.42866,278.3219604,0.523809524,0,0,0,0,0
28A26,3,41.91097,-80.41122,277.5680237,0.178571429,0,0,0,0,0
28A26,4,41.87924,-80.42891,280.3131714,0.071428571,0,0,0,0,0
28A26,6,41.88529,-80.38662,262.0899963,0.595238095,0,0,0,0,0
28A26,7,41.8976,-80.40855,267.2355347,0.204819277,0,0,0,0,0
28A26,8,41.90797,-80.40244,283.4744263,0.142857143,0,0,0,0,0
28A26,9,41.88585,-80.42888,272.3074036,0.130952381,0,0,0,0,0
28A31,1,41.99324,-80.31907,206.4059143,0.426829268,0,0,0,0,0
28A31,2,41.98962,-80.3482,225.4710846,0.084337349,0,0,0,0,0
28A31,4,41.97861,-80.32259,256.0589905,0,0,0,0,0,0
28A31,5,41.98566,-80.33577,264.6288147,0.012048193,0,0,0,0,0
28A31,6,41.97023,-80.35735,251.4418335,0.228915663,0,0,0,0,0
28A31,7,41.98359,-80.34708,243.5732574,0,0,0,0,0,0
28A31,8,41.97468,-80.3651,234.5956268,0.095238095,0,0,0,0,0
28A31,15,41.97237,-80.34895,249.8539734,0.228915663,0,0,0,0,0
28A32,1,41.99183,-80.26911,267.8354187,0.13253012,0,0,0,0,0
28A32,2,41.96577,-80.26469,273.2532959,0.964285714,0,0,0,0,0
28A32,4,41.99397,-80.25743,280.0714111,0.19047619,0,0,0,0,0
28A32,5,41.9727,-80.29129,261.3915405,0.785714286,0,0,0,0,0
28A32,7,41.9924,-80.29762,263.3133545,0.130952381,0,0,0,0,0
28A32,8,41.98786,-80.30311,218.601944,0.30952381,0,0,0,0,0
28A32,9,41.98734,-80.27744,261.9365845,0,0,0,0,0,0
28A32,10,41.97554,-80.30109,263.0646057,0.13253012,0,0,0,0,0
28A33,1,41.94314,-80.31749,282.8232117,0.282352941,0,0,0,0,0
28A33,2,41.9353,-80.34386,267.7880859,0.070588235,0,0,0,0,0
28A33,3,41.9261,-80.33242,292.8509521,0,0,0,0,0,0
28A33,5,41.92029,-80.32252,322.0025024,0,0,0,0,0,0
28A33,6,41.9371,-80.36372,261.9944458,0.821428571,0,0,0,0,0
28A33,7,41.94892,-80.3599,239.9142761,0.698795181,0,0,0,0,0
28A33,9,41.94259,-80.34016,263.1408997,0.428571429,0,0,0,0,0
28A33,11,41.92699,-80.31641,321.5455017,0.207317073,0,0,0,0,0
28A34,2,41.92543,-80.28606,336.8139038,0.734939759,0,0,0,0,0
28A34,3,41.94022,-80.29993,314.0549316,0.30952381,0,0,0,0,0
