"","BBA_ID","Centroid_ID","Point_ID","Lon1","Lat1","Forest1","total.dets","Longitude","Latitude","total.eLists","total.eHours","total.eNumObs","total.eCount","nearest_block_BBA_ID","new_BBA"
"145","27D46",4932,5,-80.15625,42.02083333,0.393700787,0,-80.13339,42.02479,8,0.4,0,0,4932,"BBA_ID.153"
"146","27D46",4932,6,-80.15625,42.02083333,0.393700787,0,-80.13034,42.03597,8,0.4,0,0,4932,"BBA_ID.154"
"147","27D46",4932,7,-80.15625,42.02083333,0.393700787,0,-80.18244,42.03822,8,0.4,0,0,4932,"BBA_ID.155"
"148","27D46",4932,8,-80.15625,42.02083333,0.393700787,0,-80.1478,42.00815,8,0.4,0,0,4932,"BBA_ID.156"
"149","27D51",4919,1,-80.09375,42.10416667,0.450170492,0,-80.08625,42.10891,0,0,0,0,4919,"BBA_ID.157"
"150","27D51",4919,2,-80.09375,42.10416667,0.450170492,0,-80.08266,42.09938,0,0,0,0,4919,"BBA_ID.158"
"151","27D51",4919,3,-80.09375,42.10416667,0.450170492,0,-80.1048,42.09916,0,0,0,0,4919,"BBA_ID.159"
"152","27D51",4919,4,-80.09375,42.10416667,0.450170492,0,-80.1116,42.0894,0,0,0,0,4919,"BBA_ID.160"
"153","27D51",4919,5,-80.09375,42.10416667,0.450170492,0,-80.09865,42.09364,0,0,0,0,4919,"BBA_ID.161"
"154","27D51",4919,6,-80.09375,42.10416667,0.450170492,0,-80.0967,42.11055,0,0,0,0,4919,"BBA_ID.162"
"155","27D51",4919,7,-80.09375,42.10416667,0.450170492,0,-80.0712,42.11806,0,0,0,0,4919,"BBA_ID.163"
"156","27D52",4921,1,-80.03125,42.10416667,0.759179219,0,-80.03897,42.11009,8,0.64,16,0,4921,"BBA_ID.164"
"157","27D52",4921,2,-80.03125,42.10416667,0.759179219,0,-80.04318,42.12068,8,0.64,16,0,4921,"BBA_ID.165"
"158","27D52",4921,3,-80.03125,42.10416667,0.759179219,0,-80.05389,42.08805,8,0.64,16,0,4921,"BBA_ID.166"
"159","27D52",4921,4,-80.03125,42.10416667,0.759179219,0,-80.00584,42.09612,8,0.64,16,0,4921,"BBA_ID.167"
"160","27D52",4921,5,-80.03125,42.10416667,0.759179219,0,-80.04127,42.08852,8,0.64,16,0,4921,"BBA_ID.168"
"161","27D52",4921,6,-80.03125,42.10416667,0.759179219,0,-80.04141,42.09904,8,0.64,16,0,4921,"BBA_ID.169"
"162","27D52",4921,7,-80.03125,42.10416667,0.759179219,0,-80.03163,42.1117,8,0.64,16,0,4921,"BBA_ID.170"
"163","27D52",4921,8,-80.03125,42.10416667,0.759179219,0,-80.01851,42.11144,8,0.64,16,0,4921,"BBA_ID.171"
"164","27D53",4917,1,-80.09375,42.0625,0.413560844,0,-80.10992,42.0517,0,0,0,0,4917,"BBA_ID.172"
